x,y,z,Nx,Ny,Nz,Ex,Ey,Ez,id,near
4.251559430000000447e+07,4.772962069999999553e+07,-3.660649179999999702e+07,3.835383562335110685e-01,3.764472773097194969e-01,-8.433183127999743789e-01,-1.970278564840555191e-03,-1.208460889756679535e-03,3.128547454252839088e-03,9.000000000000000000e+00,0.000000000000000000e+00
4.247163439999999851e+07,4.772962069999999553e+07,-3.660649179999999702e+07,3.830102983493993141e-01,3.718315336644870128e-01,-8.456029930948798512e-01,-1.970278564840555191e-03,-1.208460889756679535e-03,3.128547454252839088e-03,9.000000000000000000e+00,0.000000000000000000e+00
3.546480860000000149e+07,4.768629789999999851e+07,-3.819223370000000298e+07,6.020424372533321744e-01,5.749723276651856896e-01,-5.540322428932689114e-01,-6.545467767864465714e-03,-5.062125157564878464e-03,5.791038740426301956e-03,1.000000000000000000e+01,0.000000000000000000e+00
3.554444610000000149e+07,4.798573489999999851e+07,-3.779532039999999851e+07,6.020424372533321744e-01,5.749723276651856896e-01,-5.540322428932689114e-01,-6.137928925454616547e-03,-4.791165702044963837e-03,5.345989950001239777e-03,1.000000000000000000e+01,0.000000000000000000e+00
5.865142600000000000e+07,1.198703650000000000e+07,-3.767363429999999702e+07,6.848696894116662603e-01,2.890098689340541149e-01,-6.688996966540563527e-01,1.335204928182065487e-03,4.697319527622312307e-04,-7.453599246218800545e-04,1.100000000000000000e+01,0.000000000000000000e+00
5.853865929999999702e+07,1.197238319999999925e+07,-3.779532039999999851e+07,6.848696894116662603e-01,2.890098689340541149e-01,-6.688996966540563527e-01,1.335204928182065487e-03,4.697319527622312307e-04,-7.453599246218800545e-04,1.100000000000000000e+01,0.000000000000000000e+00
5.764034829999999702e+07,1.631740519999999925e+07,-3.757169830000000447e+07,6.646418883832159175e-01,3.421409720923108688e-01,-6.642218871899069343e-01,2.683306112885475159e-03,1.422190223820507526e-03,-2.005937742069363594e-03,1.200000000000000000e+01,0.000000000000000000e+00
5.743201660000000149e+07,1.628746150000000186e+07,-3.779532039999999851e+07,6.646418883832159175e-01,3.421409720923108688e-01,-6.642218871899069343e-01,2.683306112885475159e-03,1.422190223820507526e-03,-2.005937742069363594e-03,1.200000000000000000e+01,0.000000000000000000e+00
2.974683610000000149e+07,-5.575325809999999404e+07,-3.577953600000000000e+07,5.897984851045365851e-01,-5.736085266883913514e-01,-5.684285399931701122e-01,6.776383612304925919e-03,-4.473642911761999130e-03,-5.359325557947158813e-03,1.300000000000000000e+01,0.000000000000000000e+00
2.975766680000000075e+07,-5.571758050000000000e+07,-3.580438289999999851e+07,5.897984851045365851e-01,-5.736085266883913514e-01,-5.684285399931701122e-01,6.776383612304925919e-03,-4.473642911761999130e-03,-5.359325557947158813e-03,1.300000000000000000e+01,0.000000000000000000e+00
3.158486960000000149e+07,-5.393497470000000298e+07,-3.577953600000000000e+07,7.198894919596059427e-01,-6.113043215855930024e-01,-3.287341566933960069e-01,7.447769865393638611e-03,-4.408380482345819473e-03,-5.698026157915592194e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.159506319999999925e+07,-5.370944130000000447e+07,-3.599615000000000000e+07,7.517038738608929904e-01,-4.010812230442176718e-01,-5.235218606169956823e-01,7.447769865393638611e-03,-4.408380482345819473e-03,-5.698026157915592194e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.158486960000000149e+07,-5.393497470000000298e+07,-3.529024320000000298e+07,7.111773791404106815e-01,-6.035383670198779527e-01,-3.605109914190626763e-01,7.447769865393638611e-03,-4.408380482345819473e-03,-5.698026157915592194e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.159506319999999925e+07,-5.317045470000000298e+07,-3.599615000000000000e+07,6.879839190196609389e-01,-2.568310395664889501e-01,-6.787605942344806520e-01,7.447769865393638611e-03,-4.408380482345819473e-03,-5.698026157915592194e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.158486960000000149e+07,-5.393497470000000298e+07,-3.477164379999999702e+07,6.502309200588941573e-01,-6.530617512443084305e-01,-3.882139869467368665e-01,6.650923285633325577e-03,-3.520774189382791519e-03,-4.764749668538570404e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.159506319999999925e+07,-5.270600880000000447e+07,-3.599615000000000000e+07,6.785916786343116902e-01,-3.020607472085945489e-01,-6.695316562225064327e-01,6.730349734425544739e-03,-3.481120103970170021e-03,-4.807458724826574326e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.151861119999999925e+07,-5.417707270000000298e+07,-3.460217519999999553e+07,6.285163958470282308e-01,-6.581220005238972437e-01,-4.145389880070209920e-01,7.367985323071479797e-03,-4.646126646548509598e-03,-5.685120820999145508e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.173649939999999851e+07,-5.262191160000000149e+07,-3.593498839999999851e+07,6.839296318934897645e-01,-3.642754710503464666e-01,-6.320946446609746472e-01,6.730349734425544739e-03,-3.481120103970170021e-03,-4.807458724826574326e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.142750590000000224e+07,-5.426499250000000000e+07,-3.460090100000000000e+07,6.739651872918929199e-01,-6.052340639209206063e-01,-4.236303272764718186e-01,7.367985323071479797e-03,-4.646126646548509598e-03,-5.685120820999145508e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.212767879999999702e+07,-5.217275610000000149e+07,-3.601080330000000447e+07,4.951885475946636861e-01,-6.483155698353669782e-01,-5.783383302532617565e-01,8.119112811982631683e-03,-5.012765992432832718e-03,-6.744323763996362686e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.134850549999999627e+07,-5.433889610000000149e+07,-3.461045750000000000e+07,6.837383117724938897e-01,-5.587470596271574275e-01,-4.693651503600430597e-01,7.367985323071479797e-03,-4.646126646548509598e-03,-5.685120820999145508e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.216590480000000075e+07,-5.201093270000000298e+07,-3.613057810000000149e+07,5.153106470273172146e-01,-6.477968648017170539e-01,-5.610830232802928030e-01,8.119112811982631683e-03,-5.012765992432832718e-03,-6.744323763996362686e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.213914660000000149e+07,-5.170193919999999553e+07,-3.646760400000000000e+07,3.842643084086529437e-01,-7.023629411356305807e-01,-5.991888184892358860e-01,7.952316664159297943e-03,-4.371621645987033844e-03,-6.282547488808631897e-03,1.400000000000000000e+01,0.000000000000000000e+00
3.765069870000000298e+07,-4.416504620000000298e+07,-3.605094060000000149e+07,9.213533526220180070e-01,3.616603384126556575e-01,1.425124528994244910e-01,8.464925922453403473e-03,-3.719156142324209213e-03,-6.669720169156789780e-03,1.500000000000000000e+01,0.000000000000000000e+00
3.749779470000000298e+07,-4.427462739999999851e+07,-3.577953600000000000e+07,7.153174079316305667e-01,5.328039323276941852e-01,4.521514962997680853e-01,7.638679351657629013e-03,-2.893378026783466339e-03,-5.129313562065362930e-03,1.500000000000000000e+01,0.000000000000000000e+00
3.777620739999999851e+07,-4.367065659999999404e+07,-3.667784700000000000e+07,9.771285161863505486e-01,-1.506683944365621586e-01,1.500629793565668724e-01,7.986349053680896759e-03,-2.939336700364947319e-03,-5.935689434409141541e-03,1.500000000000000000e+01,0.000000000000000000e+00
3.979454020000000298e+07,-4.166251739999999851e+07,-3.664854039999999851e+07,8.396636118792636383e-01,-2.641427403783669914e-01,4.745457107500561378e-01,8.718291297554969788e-03,-3.454889636486768723e-03,-7.234999444335699081e-03,1.600000000000000000e+01,0.000000000000000000e+00
3.943840129999999702e+07,-4.208109210000000149e+07,-3.671033910000000149e+07,7.059729021805926097e-01,-6.477003958822774576e-01,2.865073446888450892e-01,8.830672129988670349e-03,-3.939502406865358353e-03,-7.597960066050291061e-03,1.600000000000000000e+01,0.000000000000000000e+00
3.979454020000000298e+07,-4.137773370000000298e+07,-3.664854039999999851e+07,8.547312049637062481e-01,-1.786874572698443908e-01,4.873452163258898961e-01,8.718291297554969788e-03,-3.454889636486768723e-03,-7.234999444335699081e-03,1.600000000000000000e+01,0.000000000000000000e+00
3.979454020000000298e+07,-4.065844780000000447e+07,-3.664854039999999851e+07,8.736078088937125896e-01,2.755466219021133947e-03,4.866228556550159512e-01,8.324802853167057037e-03,-2.817275002598762512e-03,-6.507450714707374573e-03,1.600000000000000000e+01,0.000000000000000000e+00
3.943840129999999702e+07,-3.992641989999999851e+07,-3.629749830000000447e+07,7.030795571633675634e-01,1.530099036262827202e-03,7.111095521056526314e-01,7.670141756534576416e-03,-2.186728641390800476e-03,-5.705968011170625687e-03,1.600000000000000000e+01,0.000000000000000000e+00
6.067421850000000000e+07,4.634647660000000149e+06,-3.671989560000000149e+07,7.840367984011685776e-01,7.854814542465161920e-02,-6.157243600859018118e-01,-1.557374955154955387e-03,1.178841805085539818e-03,1.372469821944832802e-03,1.700000000000000000e+01,0.000000000000000000e+00
6.063662960000000149e+07,4.723905370000000112e+06,-3.675111350000000000e+07,7.842662148681081025e-01,7.404508921912095198e-02,-6.159901208452803756e-01,-1.557374955154955387e-03,1.178841805085539818e-03,1.372469821944832802e-03,1.700000000000000000e+01,0.000000000000000000e+00
6.059330679999999702e+07,4.829154290000000037e+06,-3.678742820000000298e+07,9.303422018079111622e-01,7.041907123952198533e-02,-3.598673949400958416e-01,-1.557374955154955387e-03,1.178841805085539818e-03,1.372469821944832802e-03,1.700000000000000000e+01,0.000000000000000000e+00
6.065765389999999851e+07,5.829146450000000186e+06,-3.678742820000000298e+07,7.355638261342208883e-01,-3.613907740548237268e-01,-5.730118376707771244e-01,-1.227223780006170273e-03,9.611478308215737343e-04,1.191289862617850304e-03,1.800000000000000000e+01,0.000000000000000000e+00
6.067421850000000000e+07,5.843481200000000186e+06,-3.677596039999999851e+07,7.303019025319994473e-01,-3.785663765795889701e-01,-5.686357618735765618e-01,-1.227223780006170273e-03,9.611478308215737343e-04,1.191289862617850304e-03,1.800000000000000000e+01,0.000000000000000000e+00
5.865142600000000000e+07,1.519228659999999963e+07,-3.672881500000000000e+07,6.536867353985423845e-01,3.902080512473270479e-01,-6.484067617674568185e-01,2.335918368771672249e-03,1.213811337947845459e-03,-1.591467997059226036e-03,1.900000000000000000e+01,0.000000000000000000e+00
5.859854669999999553e+07,1.518400430000000075e+07,-3.678742820000000298e+07,6.536867353985423845e-01,3.902080512473270479e-01,-6.484067617674568185e-01,2.335918368771672249e-03,1.213811337947845459e-03,-1.591467997059226036e-03,1.900000000000000000e+01,0.000000000000000000e+00
4.205624520000000298e+07,5.038377929999999702e+07,-3.514179889999999851e+07,7.885559133095507711e-01,5.325733793214735279e-01,-3.074819786957377898e-01,7.737542618997395039e-04,1.269253407372161746e-04,8.156264666467905045e-04,2.000000000000000000e+01,0.000000000000000000e+00
4.205624520000000298e+07,5.038377929999999702e+07,-3.477164379999999702e+07,7.674491929088032016e-01,5.385907093967762238e-01,-3.477668530137739134e-01,-1.005116966553032398e-03,-9.834796655923128128e-04,2.168629551306366920e-03,2.000000000000000000e+01,0.000000000000000000e+00
4.205624520000000298e+07,5.038377929999999702e+07,-3.577953600000000000e+07,7.049423260918142864e-01,5.596831901181464897e-01,-4.356730925630326601e-01,7.737542618997395039e-04,1.269253407372161746e-04,8.156264666467905045e-04,2.000000000000000000e+01,0.000000000000000000e+00
3.372170300000000000e+07,-5.243396710000000149e+07,-3.390773619999999553e+07,9.750232434117188651e-01,1.864079890705587494e-01,-1.207548608444500016e-01,7.285805884748697281e-03,-4.108530469238758087e-03,-5.053652916103601456e-03,2.100000000000000000e+01,0.000000000000000000e+00
3.370513839999999851e+07,-5.255756449999999255e+07,-3.376375160000000149e+07,9.735179666446975855e-01,2.113435219294962086e-01,-8.715896028757023906e-02,7.285805884748697281e-03,-4.108530469238758087e-03,-5.053652916103601456e-03,2.100000000000000000e+01,0.000000000000000000e+00
3.377904200000000000e+07,-5.170193919999999553e+07,-3.470665960000000149e+07,9.660439762679158271e-01,-2.448495548055936999e-01,8.250897786287975100e-02,7.398738991469144821e-03,-3.951252903789281845e-03,-5.390496924519538879e-03,2.100000000000000000e+01,0.000000000000000000e+00
3.157212759999999776e+07,-5.571758050000000000e+07,-3.250866459999999776e+07,6.338117820800246438e-01,-6.276491327955028288e-01,4.520389264185072364e-01,6.604081951081752777e-03,-3.761949948966503143e-03,-4.527153912931680679e-03,2.200000000000000000e+01,0.000000000000000000e+00
3.134850549999999627e+07,-5.598962219999999553e+07,-3.255389869999999925e+07,6.602713457362111571e-01,-6.538577714442738165e-01,3.694749852447665739e-01,6.604081951081752777e-03,-3.761949948966503143e-03,-4.527153912931680679e-03,2.200000000000000000e+01,0.000000000000000000e+00
3.363442029999999702e+07,-5.370944130000000447e+07,-3.254306799999999627e+07,6.376056985767142304e-01,-6.335466434071751474e-01,4.382666126571836407e-01,7.204103283584117889e-03,-4.098860546946525574e-03,-5.018157884478569031e-03,2.300000000000000000e+01,0.000000000000000000e+00
3.337066089999999851e+07,-5.399103950000000745e+07,-3.255835840000000224e+07,6.585142674053998668e-01,-6.543245953027926332e-01,3.717771961879404174e-01,7.204103283584117889e-03,-4.098860546946525574e-03,-5.018157884478569031e-03,2.300000000000000000e+01,0.000000000000000000e+00
6.163751369999999553e+07,1.473739720000000112e+07,-3.271699630000000075e+07,7.697316215535634498e-01,1.365129828774283849e-01,-6.236003818844474411e-01,1.065957243554294109e-03,1.513524446636438370e-03,-3.142248315270990133e-04,2.400000000000000000e+01,0.000000000000000000e+00
6.168529620000000298e+07,1.464501770000000112e+07,-3.268323000000000000e+07,7.685208156390368472e-01,1.474047627532431848e-01,-6.226135172377561533e-01,1.065957243554294109e-03,1.513524446636438370e-03,-3.142248315270990133e-04,2.400000000000000000e+01,0.000000000000000000e+00
6.159865059999999404e+07,1.476734089999999851e+07,-3.275585939999999851e+07,7.690975562876560812e-01,1.306808875126840852e-01,-6.256288472818790636e-01,1.065957243554294109e-03,1.513524446636438370e-03,-3.142248315270990133e-04,2.400000000000000000e+01,0.000000000000000000e+00
5.482245500000000000e+07,-3.864075210000000149e+07,-2.166904519999999925e+07,8.444791310221932967e-01,-3.804841140257487764e-01,-3.769440757487009797e-01,-9.320248500443994999e-04,-2.385915431659668684e-04,-1.210997113958001137e-03,2.500000000000000000e+01,0.000000000000000000e+00
5.499447200000000000e+07,-3.764687609999999404e+07,-2.221185440000000224e+07,8.538950763628073704e-01,-3.599712560659226734e-01,-3.758774978229973418e-01,-9.710651356726884842e-04,-5.162533852853812277e-05,-1.347337616607546806e-03,2.500000000000000000e+01,0.000000000000000000e+00
5.482054369999999553e+07,-3.865094570000000298e+07,-2.166394839999999851e+07,8.443797313213844413e-01,-3.807043875481732620e-01,-3.769443442143641243e-01,-9.320248500443994999e-04,-2.385915431659668684e-04,-1.210997113958001137e-03,2.500000000000000000e+01,0.000000000000000000e+00
5.520726339999999851e+07,-3.686005759999999404e+07,-2.245968630000000075e+07,8.622496549543618993e-01,-3.468859533222991010e-01,-3.690469725099548848e-01,-3.239459358155727386e-03,1.873066881671547890e-03,4.803710617125034332e-04,2.500000000000000000e+01,0.000000000000000000e+00
5.481799530000000447e+07,-3.867515550000000000e+07,-2.164483540000000224e+07,8.441957484016808788e-01,-3.812325959359538219e-01,-3.768225659066340438e-01,-9.320248500443994999e-04,-2.385915431659668684e-04,-1.210997113958001137e-03,2.500000000000000000e+01,0.000000000000000000e+00
5.529645739999999851e+07,-3.664854039999999851e+07,-2.245012980000000075e+07,8.583467872140808641e-01,-3.510350447366180626e-01,-3.741860369468987257e-01,-3.239459358155727386e-03,1.873066881671547890e-03,4.803710617125034332e-04,2.500000000000000000e+01,0.000000000000000000e+00
5.472243029999999702e+07,-3.965501530000000447e+07,-2.082425060000000149e+07,8.420136477625124183e-01,-3.963264238494524361e-01,-3.659759319140696854e-01,-1.061676186509430408e-03,-3.059254377149045467e-04,-1.032688771374523640e-03,2.500000000000000000e+01,0.000000000000000000e+00
5.529900580000000447e+07,-3.664280650000000000e+07,-2.244949269999999925e+07,8.556819302703478902e-01,-3.525202323184692399e-01,-3.788639861677853826e-01,-3.239459358155727386e-03,1.873066881671547890e-03,4.803710617125034332e-04,2.500000000000000000e+01,0.000000000000000000e+00
5.470841409999999404e+07,-3.983658879999999702e+07,-2.066115300000000000e+07,8.452338813900220904e-01,-3.958465010404703666e-01,-3.590058960022454726e-01,-1.061676186509430408e-03,-3.059254377149045467e-04,-1.032688771374523640e-03,2.500000000000000000e+01,0.000000000000000000e+00
