x,y,z,Nx,Ny,Nz,Ex,Ey,Ez,id,near
6.553847700000000745e+07,-2.207487790000000224e+07,-3.035208109999999870e+06,9.621664400235370174e-01,-2.683373738245117268e-01,-4.723129790083735458e-02,-2.024562098085880280e-03,1.016905764117836952e-03,-3.843954800686333328e-06,2.600000000000000000e+01,4.000000000000000000e+00
6.568501000000000000e+07,-2.158431090000000224e+07,-2.826303020000000019e+06,9.612750956058101481e-01,-2.712842601751286886e-01,-4.852876208264023800e-02,-8.720640907995402813e-04,5.175475380383431911e-04,-1.162620465038344264e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.570412300000000745e+07,-2.151104439999999851e+07,-2.837770819999999832e+06,9.533321099484949324e-01,-2.963214708795179342e-01,-5.789191685330467851e-02,-8.720640907995402813e-04,5.175475380383431911e-04,-1.162620465038344264e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.572960700000000000e+07,-2.141547940000000224e+07,-2.816045709999999963e+06,9.494679220517936447e-01,-3.073490385526186364e-01,-6.361787088098974641e-02,-8.720640907995402813e-04,5.175475380383431911e-04,-1.162620465038344264e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.580605900000000745e+07,-2.119886539999999851e+07,-2.832355470000000205e+06,9.482817374226524265e-01,-3.101769229817764040e-01,-6.746868103225930891e-02,-8.720640907995402813e-04,5.175475380383431911e-04,-1.162620465038344264e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.602267300000000000e+07,-2.058024130000000075e+07,-3.065597779999999795e+06,9.477964534932915575e-01,-3.095986410595272242e-01,-7.635813119526231596e-02,-2.264893148094415665e-03,1.422861590981483459e-03,7.469787669833749533e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.622017400000000000e+07,-1.980106800000000000e+07,-3.301898169999999925e+06,9.652117010789483809e-01,-2.504083184524979466e-01,-7.524656902527272762e-02,-1.911636325530707836e-03,1.132409903220832348e-03,4.490961146075278521e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.626477100000000000e+07,-1.957617170000000298e+07,-3.441996459999999963e+06,9.697738874069693482e-01,-2.319033209141191654e-01,-7.589108677952782767e-02,-1.911636325530707836e-03,1.132409903220832348e-03,4.490961146075278521e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.629025499999999255e+07,-1.942199350000000000e+07,-3.527558990000000224e+06,9.714799092124203339e-01,-2.244338733315230372e-01,-7.652595963486856501e-02,-1.911636325530707836e-03,1.132409903220832348e-03,4.490961146075278521e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.643041700000000000e+07,-1.857273919999999925e+07,-3.926065040000000037e+06,9.804106045907898803e-01,-1.808056440462012526e-01,-7.813043892722131012e-02,-1.440542866475880146e-03,9.648015839047729969e-04,2.613734977785497904e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.651961100000000745e+07,-1.773240430000000075e+07,-4.535451190000000410e+06,9.847366123620880929e-01,-1.520849210289067499e-01,-8.464030404759936843e-02,-1.089975587092339993e-03,9.164171642623841763e-04,3.752262728085042909e-06,2.600000000000000000e+01,0.000000000000000000e+00
6.653872400000000745e+07,-1.756866960000000149e+07,-4.665228459999999963e+06,9.854974012492744295e-01,-1.464110995716915165e-01,-8.578264424191545112e-02,-1.089975587092339993e-03,9.164171642623841763e-04,3.752262728085042909e-06,2.600000000000000000e+01,4.000000000000000000e+00
6.658332100000000000e+07,-1.680924639999999851e+07,-5.298123599999999627e+06,9.873716734265384209e-01,-1.293667703221417775e-01,-9.144078549146068824e-02,-8.748775580897927284e-04,9.077828726731240749e-04,-1.015567977447062731e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.659606299999999255e+07,-1.656460000000000000e+07,-5.510469030000000261e+06,9.878623070657106542e-01,-1.240702897552717204e-01,-9.345921826580108616e-02,-8.748775580897927284e-04,9.077828726731240749e-04,-1.015567977447062731e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.659606299999999255e+07,-1.652573690000000037e+07,-5.543279679999999702e+06,9.878547038053469009e-01,-1.238405896839137044e-01,-9.384344684841337825e-02,-8.748775580897927284e-04,9.077828726731240749e-04,-1.015567977447062731e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.664066000000000745e+07,-1.556053040000000037e+07,-6.251034070000000298e+06,9.880401269197767178e-01,-1.172112013565043964e-01,-1.001910269081833921e-01,-7.853218121454119682e-04,9.427401819266378880e-04,-5.015417627873830497e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.665977299999999255e+07,-1.513303630000000075e+07,-6.551299299999999814e+06,9.873218651624434683e-01,-1.204914480086526213e-01,-1.033312417854932025e-01,-7.853218121454119682e-04,9.427401819266378880e-04,-5.015417627873830497e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.669162800000000000e+07,-1.455709790000000037e+07,-6.900430099999999627e+06,9.864273889606737233e-01,-1.247009340883153544e-01,-1.068208001548824754e-01,-4.450320557225495577e-04,9.623154182918369770e-04,-7.595485658384859562e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.669162800000000000e+07,-1.449657339999999851e+07,-6.943115800000000745e+06,9.819511654780529453e-01,-1.440209712522509677e-01,-1.225963639585276738e-01,-4.450320557225495577e-04,9.623154182918369770e-04,-7.595485658384859562e-05,2.600000000000000000e+01,4.000000000000000000e+00
6.674259600000000745e+07,-1.381041669999999925e+07,-7.289698200000001118e+06,9.795586883458613503e-01,-1.494528513111143819e-01,-1.346425687556269124e-01,-4.024405789095908403e-04,1.090928213670849800e-03,-1.766805653460323811e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.674259600000000745e+07,-1.378302140000000224e+07,-7.302440200000001118e+06,9.717378124095497061e-01,-1.751638547550660729e-01,-1.582505858467798399e-01,-4.024405789095908403e-04,1.090928213670849800e-03,-1.766805653460323811e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.676808000000000000e+07,-1.355302829999999888e+07,-7.438142500000000000e+06,9.696340011626618516e-01,-1.802344613087185077e-01,-1.653040917401718268e-01,-4.024405789095908403e-04,1.090928213670849800e-03,-1.766805653460323811e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.678719300000000000e+07,-1.333322880000000075e+07,-7.559191500000000931e+06,9.703365353456832043e-01,-1.759002485900484636e-01,-1.658496630062745725e-01,-4.024405789095908403e-04,1.090928213670849800e-03,-1.766805653460323811e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.685727400000000000e+07,-1.254895869999999925e+07,-7.961201600000000559e+06,9.724657747039587852e-01,-1.627810100252605474e-01,-1.667712799152942793e-01,1.081937516573816538e-04,1.164033194072544575e-03,-3.082931798417121172e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.691461300000000000e+07,-1.178125319999999925e+07,-8.329445399999999441e+06,9.751801921206276758e-01,-1.393714609516261693e-01,-1.720441477289627319e-01,8.098572288872674108e-05,1.355245593003928661e-03,-4.209108010400086641e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.692735500000000745e+07,-1.154488909999999963e+07,-8.454954099999999627e+06,9.761115167790849201e-01,-1.318883119029001794e-01,-1.726608814834373340e-01,8.098572288872674108e-05,1.355245593003928661e-03,-4.209108010400086641e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.693372600000000000e+07,-1.132508959999999963e+07,-8.567083699999999255e+06,9.769592347928032217e-01,-1.242915305313339186e-01,-1.735000547297859130e-01,8.098572288872674108e-05,1.355245593003928661e-03,-4.209108010400086641e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.694646799999999255e+07,-1.054081950000000000e+07,-8.970368000000000000e+06,9.795187793042620106e-01,-9.618262726103410376e-02,-1.768950626881749810e-01,6.438273703679442406e-04,1.492575625889003277e-03,-5.284417420625686646e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.694646799999999255e+07,-9.790952799999998882e+06,-9.320135900000000373e+06,9.790034104231953860e-01,-7.239882397034565209e-02,-1.905537526984534547e-01,1.917836780194193125e-04,1.565842190757393837e-03,-6.036849808879196644e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.694646799999999255e+07,-9.537387000000000000e+06,-9.427168699999999255e+06,9.790336075651604464e-01,-6.471817097132681607e-02,-1.931443853806619759e-01,1.917836780194193125e-04,1.565842190757393837e-03,-6.036849808879196644e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.693372600000000000e+07,-9.211191800000000745e+06,-9.574975899999998510e+06,9.779341606612271809e-01,-5.569150123378580064e-02,-2.013535053137846254e-01,1.917836780194193125e-04,1.565842190757393837e-03,-6.036849808879196644e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.690824200000000745e+07,-8.793254200000001118e+06,-9.773114000000000000e+06,9.782632179411911988e-01,-3.720150265334040696e-02,-2.040027564119632209e-01,4.396851873025298119e-04,1.573673565872013569e-03,-6.101467879489064217e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.688912900000000000e+07,-8.533317400000000373e+06,-9.880146799999998882e+06,9.772570018882258402e-01,-3.176487767258230621e-02,-2.096657931253496643e-01,4.396851873025298119e-04,1.573673565872013569e-03,-6.101467879489064217e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.686364499999999255e+07,-8.077790900000000373e+06,-1.003241369999999925e+07,9.743923880588004627e-01,-2.772404300253939954e-02,-2.231386374715533250e-01,-5.072205676697194576e-04,1.601949916221201420e-03,-4.857287567574530840e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.683816100000000000e+07,-7.529247799999999814e+06,-1.020315650000000000e+07,9.735134660483467650e-01,-1.856545232956946165e-02,-2.278746484414909679e-01,-4.359843733254820108e-04,1.606520148925483227e-03,-5.318082985468208790e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.679356400000000000e+07,-6.676170900000000373e+06,-1.043123830000000075e+07,9.726959939361567997e-01,-8.883476697241729156e-03,-2.319128871415334359e-01,-3.449204377830028534e-04,1.630790415219962597e-03,-5.017422372475266457e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.678719300000000000e+07,-6.525815299999999814e+06,-1.046245620000000112e+07,9.724866370135796245e-01,-7.168464912382263750e-03,-2.328483496630760208e-01,-3.449204377830028534e-04,1.630790415219962597e-03,-5.017422372475266457e-04,2.600000000000000000e+01,4.000000000000000000e+00
6.676170899999999255e+07,-6.021678069999999367e+06,-1.058286809999999963e+07,9.721332898596112271e-01,-3.464747365938973360e-03,-2.344032044841098394e-01,-3.449204377830028534e-04,1.630790415219962597e-03,-5.017422372475266457e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.675533800000000000e+07,-5.900756489999999292e+06,-1.061281179999999888e+07,9.755380459617665201e-01,-1.336661744097825512e-03,-2.198266003387220613e-01,-3.034988185390830040e-04,1.645376440137624741e-03,-4.357296857051551342e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.674259600000000745e+07,-5.700069990000000224e+06,-1.066059430000000075e+07,9.814866186627985156e-01,-2.728118397088051105e-03,-1.915112914579130965e-01,-3.034988185390830040e-04,1.645376440137624741e-03,-4.357296857051551342e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.673622500000000000e+07,-5.521554570000000298e+06,-1.071092519999999925e+07,9.823163237871462838e-01,-2.737629100315914100e-03,-1.872088283394115760e-01,-3.034988185390830040e-04,1.645376440137624741e-03,-4.357296857051551342e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.672985400000000000e+07,-5.423823430000000633e+06,-1.075106250000000000e+07,9.828476359842954757e-01,-3.617369764115514405e-03,-1.843839447350870131e-01,-3.034988185390830040e-04,1.645376440137624741e-03,-4.357296857051551342e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.667888599999999255e+07,-4.517612389999999665e+06,-1.109764490000000037e+07,9.874773637798253123e-01,-1.268640711663574470e-02,-1.572498365560920652e-01,-8.297530584968626499e-04,1.575322239659726620e-03,-2.266607189085334539e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.662154700000000745e+07,-3.687598510000000242e+06,-1.159076029999999888e+07,9.912926682660662125e-01,-2.038005485706748457e-02,-1.300903501646668015e-01,-6.634244928136467934e-04,1.580638345330953598e-03,-1.941904920386150479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.661517600000000000e+07,-3.513733919999999925e+06,-1.169078500000000000e+07,9.914289372898743569e-01,-2.153597691564178296e-02,-1.288598618754457914e-01,-6.634244928136467934e-04,1.580638345330953598e-03,-1.941904920386150479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.661517600000000000e+07,-3.365799299999999814e+06,-1.173920459999999963e+07,9.913299637147235943e-01,-2.021720320019828807e-02,-1.298313049157512888e-01,-6.634244928136467934e-04,1.580638345330953598e-03,-1.941904920386150479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.658332100000000000e+07,-2.509791740000000224e+06,-1.213994050000000000e+07,9.911448379412876042e-01,-1.604724023533123101e-02,-1.318119732921424481e-01,-7.188781164586544037e-04,1.466971938498318195e-03,-1.285306789213791490e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.657694999999999255e+07,-1.831789919999999925e+06,-1.227118309999999963e+07,9.901124217954359041e-01,-4.826050486471037196e-03,-1.401930862884428752e-01,-7.182701956480741501e-04,1.417210674844682217e-03,-1.895356399472802877e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.657057900000000000e+07,-1.505913270000000019e+06,-1.235464320000000112e+07,9.897940865932322030e-01,1.321245501138638154e-04,-1.425049075932908749e-01,-7.182701956480741501e-04,1.417210674844682217e-03,-1.895356399472802877e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.655783699999999255e+07,-7.190947700000000186e+05,-1.238012720000000112e+07,9.886314834776022131e-01,1.430461306617989044e-02,-1.496768783810726589e-01,-7.621173863299190998e-04,1.364252530038356781e-03,-1.917938643600791693e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.655783699999999255e+07,-5.019583479999999981e+05,-1.239541759999999963e+07,9.883464088004052517e-01,1.864268676109434586e-02,-1.510755653362580719e-01,-7.621173863299190998e-04,1.364252530038356781e-03,-1.917938643600791693e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.654509500000000000e+07,2.225008039999999746e+05,-1.231769140000000037e+07,9.878884938720327025e-01,2.959625037878380049e-02,-1.523167280332772267e-01,-8.240939932875335217e-04,1.368996105156838894e-03,-1.516074698884040117e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.653872400000000745e+07,5.019583479999999981e+05,-1.231450590000000037e+07,9.874977744755074616e-01,3.561936253748872877e-02,-1.535558739297937791e-01,-8.240939932875335217e-04,1.368996105156838894e-03,-1.516074698884040117e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.651324000000000000e+07,1.173601910000000149e+06,-1.226481209999999963e+07,9.875147054276005587e-01,4.305638519786109814e-02,-1.515283942300346687e-01,-8.941327687352895737e-04,1.399318571202456951e-03,-1.270700304303318262e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.650686900000000000e+07,1.505913270000000019e+06,-1.223168290000000037e+07,9.873063455106323438e-01,4.826777687199670236e-02,-1.513155703497663096e-01,-8.941327687352895737e-04,1.399318571202456951e-03,-1.270700304303318262e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.648138500000000000e+07,2.104978400000000373e+06,-1.219218269999999925e+07,9.876965041039847959e-01,5.056484492296481337e-02,-1.479824727414827401e-01,-9.746109717525541782e-04,1.429676078259944916e-03,-9.465384937357157469e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.646864300000000000e+07,2.509791740000000224e+06,-1.209024669999999925e+07,9.880949543483273922e-01,5.232085087600969048e-02,-1.446751179539425836e-01,-9.746109717525541782e-04,1.429676078259944916e-03,-9.465384937357157469e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,2.974301350000000093e+06,-1.205711750000000000e+07,9.884730020387367810e-01,4.990766626173080700e-02,-1.429347721474208410e-01,-9.746109717525541782e-04,1.429676078259944916e-03,-9.465384937357157469e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,3.513733919999999925e+06,-1.188892310000000149e+07,9.892691727785576372e-01,4.511633044549819005e-02,-1.389640979431769341e-01,-8.715210133232176304e-04,1.471558702178299427e-03,-2.387046115472912788e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644315900000000000e+07,3.780296560000000056e+06,-1.185834229999999888e+07,9.894125169765949357e-01,4.234381959612983776e-02,-1.388159651915068515e-01,-8.715210133232176304e-04,1.471558702178299427e-03,-2.387046115472912788e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,4.503596190000000410e+06,-1.159076029999999888e+07,9.906812732620364770e-01,3.441804423540675839e-02,-1.317801693689901743e-01,-9.060071315616369247e-04,1.504035200923681259e-03,-2.350283903069794178e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,4.515446250000000000e+06,-1.158821190000000037e+07,9.906893234565107287e-01,3.430197657511959569e-02,-1.317499100277536861e-01,-9.060071315616369247e-04,1.504035200923681259e-03,-2.350283903069794178e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,4.517612389999999665e+06,-1.158757480000000075e+07,9.906955626800574288e-01,3.427219243574773644e-02,-1.317107395457614016e-01,-9.060071315616369247e-04,1.504035200923681259e-03,-2.350283903069794178e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,5.352404519999999553e+06,-1.142065459999999963e+07,9.913156130147390277e-01,3.035847813971698575e-02,-1.279520152176292502e-01,-8.775738533586263657e-04,1.537537784315645695e-03,-2.284225047333166003e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,5.521554570000000298e+06,-1.135821879999999888e+07,9.915874845265374438e-01,3.004283271828859028e-02,-1.259034897554268673e-01,-8.775738533586263657e-04,1.537537784315645695e-03,-2.284225047333166003e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644315900000000000e+07,6.172352219999999739e+06,-1.123589559999999963e+07,9.918545030817651487e-01,3.218379507847156373e-02,-1.232430446344602859e-01,-8.383657550439238548e-04,1.550578977912664413e-03,-1.977186329895630479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,6.525815299999999814e+06,-1.109828200000000000e+07,9.925054423938881598e-01,3.272682815490954994e-02,-1.177365768885409308e-01,-8.383657550439238548e-04,1.550578977912664413e-03,-1.977186329895630479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644315900000000000e+07,6.972422400000000373e+06,-1.103138650000000000e+07,9.926172183385019165e-01,3.550304653445147257e-02,-1.159766853497179728e-01,-8.383657550439238548e-04,1.550578977912664413e-03,-1.977186329895630479e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.645590099999999255e+07,7.529247799999999814e+06,-1.076507869999999925e+07,9.933411042802110513e-01,3.659351423318381313e-02,-1.092445205190478857e-01,-6.947552901692688465e-04,1.570497988723218441e-03,-3.694639017339795828e-04,2.600000000000000000e+01,7.000000000000000000e+00
6.644953000000000000e+07,7.705724500000000000e+06,-1.075934480000000075e+07,9.933431763163421691e-01,3.692623328616537887e-02,-1.091136442478945062e-01,-6.947552901692688465e-04,1.570497988723218441e-03,-3.694639017339795828e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.645590099999999255e+07,8.117928200000000186e+06,-1.058286809999999963e+07,9.935353071101897804e-01,3.666219583633486406e-02,-1.074405739091107287e-01,-7.300908328033983707e-04,1.513523049652576447e-03,-3.120869514532387257e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,8.457502500000000000e+06,-1.050641609999999963e+07,9.935484639781562155e-01,3.674068278417104427e-02,-1.072919939007542511e-01,-7.300908328033983707e-04,1.513523049652576447e-03,-3.120869514532387257e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.644953000000000000e+07,8.533317400000000373e+06,-1.047137559999999963e+07,9.936154662419106609e-01,3.603056083805961790e-02,-1.069116641464600143e-01,-7.300908328033983707e-04,1.513523049652576447e-03,-3.120869514532387257e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.642404600000000000e+07,9.380660400000000373e+06,-1.042550440000000037e+07,9.932294369060801209e-01,3.339932614483559492e-02,-1.112644178356311242e-01,-7.389001548290252686e-04,1.403952948749065399e-03,-2.313375589437782764e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.643041700000000000e+07,9.537387000000000000e+06,-1.030636669999999925e+07,9.933281096020373235e-01,3.158389377384591273e-02,-1.109131386650175771e-01,-7.389001548290252686e-04,1.403952948749065399e-03,-2.313375589437782764e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.638582000000000000e+07,1.041148820000000112e+07,-1.045289970000000112e+07,9.924644596510663330e-01,3.054706063349704390e-02,-1.186641201718967864e-01,-6.885628099553287029e-04,1.263014506548643112e-03,-1.517269702162593603e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.641130400000000000e+07,1.054081950000000000e+07,-1.021780979999999888e+07,9.926823837232965353e-01,2.858464454732406387e-02,-1.173226454762125448e-01,-6.885628099553287029e-04,1.263014506548643112e-03,-1.517269702162593603e-04,2.600000000000000000e+01,7.000000000000000000e+00
6.636033600000000000e+07,1.079629660000000149e+07,-1.058286809999999963e+07,9.919062932879747496e-01,3.273120766771721313e-02,-1.226807783653278972e-01,-6.885628099553287029e-04,1.263014506548643112e-03,-1.517269702162593603e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.634122300000000000e+07,1.071474779999999888e+07,-1.075743350000000000e+07,9.917072968631603924e-01,3.320491396926868871e-02,-1.241534173378119610e-01,-6.885628099553287029e-04,1.263014506548643112e-03,-1.517269702162593603e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.622654500000000000e+07,1.094728929999999888e+07,-1.159076029999999888e+07,9.903605149981370426e-01,3.844540818811872235e-02,-1.330714128649488348e-01,-6.791090709157288074e-04,1.260022167116403580e-03,6.665061664534732699e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.614372200000000000e+07,1.107152380000000075e+07,-1.212273880000000075e+07,9.877245703691478473e-01,4.724078416954110432e-02,-1.488908371933240493e-01,-2.750638523139059544e-04,1.169383525848388672e-03,1.966753479791805148e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.607364100000000000e+07,1.122251650000000000e+07,-1.259865250000000000e+07,9.856365069458349337e-01,5.227146641255679682e-02,-1.605875772738787621e-01,-2.750638523139059544e-04,1.169383525848388672e-03,1.966753479791805148e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.598444699999999255e+07,1.154488909999999963e+07,-1.300958199999999814e+07,9.813501730909915954e-01,6.411638498005234332e-02,-1.812206581804917394e-01,-1.778331934474408627e-04,1.256340765394270420e-03,-4.253640508977696300e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.596533399999999255e+07,1.186726169999999925e+07,-1.292229930000000075e+07,9.790093719558368157e-01,7.549051847698888540e-02,-1.893193895054419984e-01,1.287743943976238370e-04,1.223965315148234367e-03,-1.919546775752678514e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.590162400000000000e+07,1.254895869999999925e+07,-1.303761440000000224e+07,9.742797025089234841e-01,9.293197207563830275e-02,-2.052868964285258779e-01,-2.875363861676305532e-04,1.294793211854994297e-03,-4.123373582842759788e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.587614000000000000e+07,1.346192300000000000e+07,-1.269039490000000037e+07,9.661811741890701244e-01,1.266927765152907337e-01,-2.245949220741111918e-01,-1.652771752560511231e-04,1.156472251750528812e-03,-3.472789467195980251e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.587614000000000000e+07,1.349314090000000037e+07,-1.268020129999999888e+07,9.660846610799085354e-01,1.283106190617371856e-01,-2.240910811748475229e-01,-1.652771752560511231e-04,1.156472251750528812e-03,-3.472789467195980251e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.586976900000000000e+07,1.355302829999999888e+07,-1.265535440000000037e+07,9.665322572903962683e-01,1.282102994290934550e-01,-2.222105189621625121e-01,-1.652771752560511231e-04,1.156472251750528812e-03,-3.472789467195980251e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.586339799999999255e+07,1.369573870000000112e+07,-1.259865250000000000e+07,9.660240000110623670e-01,1.305218915761160448e-01,-2.230732328676386933e-01,-1.652771752560511231e-04,1.156472251750528812e-03,-3.472789467195980251e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.578694600000000000e+07,1.449402500000000000e+07,-1.235719159999999963e+07,9.655307478435161128e-01,1.424774885500121602e-01,-2.178314491188576563e-01,-2.562390291132032871e-04,1.172889489680528641e-03,-5.993514423607848585e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.578057499999999255e+07,1.455709790000000037e+07,-1.233425600000000000e+07,9.648806777806911983e-01,1.486678083795876515e-01,-2.165713748330654054e-01,-2.562390291132032871e-04,1.172889489680528641e-03,-5.993514423607848585e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.575509100000000000e+07,1.491514809999999963e+07,-1.220428759999999963e+07,9.602407750610644221e-01,1.604501807514129019e-01,-2.284587345823427817e-01,-2.562390291132032871e-04,1.172889489680528641e-03,-5.993514423607848585e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.572960700000000000e+07,1.510946359999999963e+07,-1.215395669999999925e+07,9.609883965779643100e-01,1.609464306626334218e-01,-2.249389875043254217e-01,-2.941177226603031158e-04,1.168318791314959526e-03,-1.310004736296832561e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.568501000000000000e+07,1.556053040000000037e+07,-1.205138359999999963e+07,9.640670402974521602e-01,1.574197301801544824e-01,-2.139947905022882013e-01,-2.941177226603031158e-04,1.168318791314959526e-03,-1.310004736296832561e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.561492900000000000e+07,1.628363889999999851e+07,-1.187299559999999963e+07,9.744792446361008054e-01,1.370413000758681776e-01,-1.777916866643943772e-01,-1.505718828411772847e-04,1.045026234351098537e-03,-8.798194176051765680e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.557670299999999255e+07,1.656460000000000000e+07,-1.186025359999999963e+07,9.760560441010219801e-01,1.329358048465149877e-01,-1.721704694878690434e-01,-1.505718828411772847e-04,1.045026234351098537e-03,-8.798194176051765680e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.553210600000000000e+07,1.689652909999999776e+07,-1.192396359999999963e+07,9.772802699092475454e-01,1.308781595153111210e-01,-1.667158702943221937e-01,-1.505718828411772847e-04,1.045026234351098537e-03,-8.798194176051765680e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.542379900000000000e+07,1.756866960000000149e+07,-1.198193970000000112e+07,9.814999749762032266e-01,1.217637186598698879e-01,-1.477545124178365199e-01,-1.396497536916285753e-04,1.051470288075506687e-03,-1.165555368061177433e-04,2.600000000000000000e+01,0.000000000000000000e+00
6.537920200000000000e+07,1.797641360000000149e+07,-1.200041559999999963e+07,9.811023239980256605e-01,1.268215930540823044e-01,-1.461318356173557098e-01,-1.484879321651533246e-04,1.178728067316114902e-03,-5.924622746533714235e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.528363700000000000e+07,1.857273919999999925e+07,-1.216351319999999925e+07,9.821638610901600730e-01,1.273205005233354614e-01,-1.383605439240394031e-01,1.068191777449101210e-04,1.255684182979166508e-03,-5.958890142210293561e-06,2.600000000000000000e+01,0.000000000000000000e+00
6.525178200000000745e+07,1.897602350000000000e+07,-1.199595590000000037e+07,9.800878936220650539e-01,1.399954114871902189e-01,-1.408155017673695109e-01,-2.680543548194691539e-05,1.082241768017411232e-03,-8.540641283616423607e-05,2.600000000000000000e+01,0.000000000000000000e+00
6.517533000000000000e+07,1.957617170000000298e+07,-1.202908509999999963e+07,9.784840290372517346e-01,1.519652849430229158e-01,-1.395548533416612891e-01,4.342767351772636175e-04,1.363286166451871395e-03,1.097169297281652689e-05,2.600000000000000000e+01,0.000000000000000000e+00
