"vg_dBN_dL","Normals:0","Normals:1","Normals:2","vg_J_magnitude","conn_component","RegionId","Points:0","Points:1","Points:2"
1.6587e-07,0.99796,-0.0096844,-0.063131,1.5441e-08,164,29,10.634,-0.60504,-0.39549
1.6891e-07,0.99766,-0.011024,-0.067172,1.5425e-08,164,29,10.634,-0.59693,-0.3853
1.7032e-07,0.99676,-0.012301,-0.079451,1.5423e-08,164,29,10.634,-0.59456,-0.38327
2.072e-07,0.99643,-0.012833,-0.08335,1.5124e-08,164,29,10.64,-0.55152,-0.32933
2.6825e-07,0.99585,-0.0061717,-0.090315,1.5007e-08,164,29,10.642,-0.46614,-0.32301
3.5036e-07,0.99592,0.088425,-0.017183,1.4738e-08,164,30,10.455,2.4303,-0.55369
3.3263e-07,0.99597,0.087531,-0.018983,1.4667e-08,164,30,10.453,2.4424,-0.57661
3.5704e-07,0.99551,0.092263,-0.017298,1.4836e-08,164,30,10.456,2.4176,-0.52873
1.9322e-07,0.99616,0.078965,-0.036672,1.4416e-08,164,30,10.442,2.5456,-0.71189
3.7654e-07,0.99359,0.11066,-0.017356,1.5414e-08,164,30,10.467,2.3308,-0.39549
3.697e-07,0.99109,0.13118,-0.020701,1.5827e-08,164,30,10.474,2.2849,-0.30974
3.7074e-07,0.98772,0.15302,-0.026309,1.5922e-08,164,30,10.476,2.2746,-0.29611
3.7121e-07,0.98132,0.18897,-0.034255,1.5926e-08,164,30,10.476,2.2742,-0.29544
4.1169e-07,0.98147,0.1872,-0.037686,1.5803e-08,164,30,10.487,2.2327,-0.2373
4.2851e-07,0.98195,0.18321,-0.040856,1.5647e-08,164,30,10.499,2.186,-0.17833
5.536e-07,0.98711,0.1558,-0.035577,1.533e-08,164,30,10.515,2.1273,-0.12288
5.7876e-07,0.99492,0.090524,-0.0359,1.5084e-08,164,30,10.532,1.9857,-0.095122
5.8301e-07,0.99598,0.081979,-0.035919,1.5056e-08,164,30,10.533,1.9697,-0.091852
5.1003e-07,0.99762,0.055729,-0.039282,1.496e-08,164,30,10.54,1.833,-0.10007
4.9616e-07,0.99788,0.051122,-0.039942,1.4954e-08,164,30,10.541,1.8121,-0.10573
4.4586e-07,0.99756,0.054439,-0.043573,1.4907e-08,164,30,10.547,1.687,-0.11167
4.238e-07,0.99744,0.054938,-0.045388,1.4909e-08,164,30,10.548,1.6545,-0.12013
4.1051e-07,0.9969,0.063012,-0.046454,1.4883e-08,164,30,10.556,1.531,-0.11325
4.0024e-07,0.99667,0.065866,-0.047624,1.4887e-08,164,30,10.558,1.497,-0.11557
4.307e-07,0.99655,0.06931,-0.045355,1.4853e-08,164,30,10.569,1.3606,-0.10043
4.3355e-07,0.9965,0.070308,-0.045003,1.4852e-08,164,30,10.571,1.3394,-0.097665
4.7449e-07,0.99687,0.066701,-0.0421,1.4841e-08,164,30,10.581,1.1941,-0.09144
4.8033e-07,0.99692,0.066431,-0.041628,1.4838e-08,164,30,10.582,1.1818,-0.089612
5.195e-07,0.99733,0.060412,-0.040754,1.482e-08,164,30,10.59,1.0404,-0.095342
5.2694e-07,0.99741,0.05953,-0.040227,1.4815e-08,164,30,10.592,1.0243,-0.093597
5.4225e-07,0.99752,0.056404,-0.04168,1.4812e-08,164,30,10.598,0.89985,-0.11241
5.5391e-07,0.99762,0.05515,-0.041154,1.4801e-08,164,30,10.6,0.86667,-0.11135
5.6404e-07,0.99761,0.05392,-0.042937,1.4821e-08,164,30,10.604,0.76338,-0.1336
5.7154e-07,0.99766,0.053039,-0.042933,1.4818e-08,164,30,10.607,0.70909,-0.13607
5.7902e-07,0.99769,0.051594,-0.044052,1.4848e-08,164,30,10.61,0.62972,-0.15761
5.7517e-07,0.9977,0.050543,-0.044969,1.4871e-08,164,30,10.614,0.55152,-0.1707
5.7162e-07,0.99771,0.049414,-0.046095,1.4893e-08,164,30,10.615,0.50393,-0.18952
5.9322e-07,0.99778,0.046708,-0.047278,1.4913e-08,164,30,10.62,0.39394,-0.20904
5.8213e-07,0.9978,0.046025,-0.047542,1.4927e-08,164,30,10.62,0.37296,-0.21623
5.7952e-07,0.9978,0.044141,-0.049442,1.4962e-08,164,30,10.623,0.29441,-0.2373
5.5956e-07,0.99779,0.043046,-0.050554,1.4995e-08,164,30,10.623,0.25744,-0.25846
5.5558e-07,0.99778,0.042428,-0.051149,1.5007e-08,164,30,10.624,0.23637,-0.26558
4.8179e-07,0.99775,0.040393,-0.053394,1.5099e-08,164,30,10.625,0.15501,-0.31382
4.8954e-07,0.99763,0.039415,-0.056195,1.512e-08,164,30,10.626,0.078788,-0.34293
4.935e-07,0.99773,0.034839,-0.057584,1.5147e-08,164,30,10.63,-0.058854,-0.37548
4.8411e-07,0.99758,0.035352,-0.059725,1.5158e-08,164,30,10.63,-0.078788,-0.38084
4.2443e-07,0.99728,0.029124,-0.067545,1.5202e-08,164,30,10.634,-0.20344,-0.38609
4.1006e-07,0.99746,0.023356,-0.067046,1.5213e-08,164,30,10.634,-0.23637,-0.3884
3.931e-07,0.99709,0.02369,-0.07206,1.5225e-08,164,30,10.634,-0.25571,-0.38658
3.485e-07,0.99679,0.01272,-0.07893,1.5207e-08,164,30,10.636,-0.30652,-0.38072
2.9155e-07,0.99572,0.0051682,-0.091842,1.5182e-08,164,30,10.637,-0.37138,-0.37284
2.8174e-07,0.99582,0.0022581,-0.091169,1.51e-08,164,30,10.639,-0.39394,-0.35337
2.6825e-07,0.99585,-0.0061717,-0.090315,1.5007e-08,164,30,10.642,-0.46614,-0.32301
3.415e-07,0.78523,0.61896,0.016284,1.4159e-08,162,31,8.118,8.2512,-0.2373
3.3779e-07,0.7868,0.617,0.015811,1.4197e-08,162,31,8.1012,8.2728,-0.24403
3.6986e-07,0.77532,0.63128,0.018883,1.3869e-08,162,31,8.2233,8.1152,-0.19148
3.3775e-07,0.78759,0.61598,0.015724,1.4197e-08,162,31,8.1008,8.2732,-0.24412
3.7159e-07,0.76917,0.63862,0.021205,1.3962e-08,162,31,8.2425,8.0922,-0.1841
3.3686e-07,0.80383,0.59465,0.016046,1.419e-08,162,31,8.0949,8.2808,-0.2455
3.7279e-07,0.76603,0.64243,0.021982,1.402e-08,162,31,8.2537,8.0786,-0.18247
3.218e-07,0.79759,0.60309,0.011415,1.3056e-08,162,31,7.9991,8.4172,-0.25142
3.8668e-07,0.7657,0.64278,0.023031,1.3893e-08,162,31,8.2931,8.0316,-0.17435
3.227e-07,0.79708,0.60377,0.010999,1.2946e-08,162,31,7.9899,8.4303,-0.25326
4.1089e-07,0.76521,0.64327,0.025412,1.3694e-08,162,31,8.3551,7.9576,-0.15282
3.1956e-07,0.79761,0.60307,0.010968,1.2946e-08,162,31,7.9849,8.4364,-0.25139
4.067e-07,0.76775,0.64019,0.026701,1.3864e-08,162,31,8.3762,7.932,-0.14141
3.0153e-07,0.80294,0.59593,0.010593,1.2934e-08,162,31,7.9535,8.4748,-0.2373
3.9907e-07,0.77122,0.63587,0.029527,1.415e-08,162,31,8.4124,7.8871,-0.12156
2.9094e-07,0.80542,0.5926,0.01069,1.2928e-08,162,31,7.9392,8.4922,-0.2279
4.028e-07,0.78498,0.61866,0.032138,1.3923e-08,162,31,8.4776,7.8063,-0.079099
2.8931e-07,0.80593,0.59191,0.010748,1.2926e-08,162,31,7.9362,8.4958,-0.22577
4.019e-07,0.78607,0.61728,0.03244,1.3905e-08,162,31,8.4827,7.8,-0.075133
2.8018e-07,0.83435,0.53912,0.010166,1.2541e-08,162,31,7.9228,8.5161,-0.20288
3.7398e-07,0.79384,0.60688,0.038247,1.4441e-08,162,31,8.5331,7.7286,-0.015788
2.4496e-07,0.93608,0.35167,0.0063713,1.1199e-08,162,31,7.8745,8.5879,-0.15316
3.6691e-07,0.79881,0.59984,0.045542,1.4826e-08,162,31,8.5711,7.6739,0.020549
2.2717e-07,0.93034,0.36586,0.0056153,1.0364e-08,162,31,7.8661,8.6504,-0.14185
3.6023e-07,0.80942,0.58527,0.04617,1.4762e-08,162,31,8.5867,7.6526,0.037315
2.1835e-07,0.92597,0.37685,0.010288,9.7873e-09,162,31,7.8604,8.6941,-0.079099
3.5517e-07,0.81461,0.57811,0.046724,1.4733e-08,162,31,8.5941,7.6425,0.045092
2.1316e-07,0.922,0.38677,0.010858,9.2909e-09,162,31,7.8552,8.7317,-0.065231
3.5708e-07,0.82255,0.56616,0.046122,1.4665e-08,162,31,8.618,7.6026,0.079099
2.1277e-07,0.92053,0.39055,0.010339,9.1304e-09,162,31,7.8533,8.7455,-0.061119
3.8987e-07,0.8456,0.53199,0.043801,1.4221e-08,162,31,8.6892,7.4849,0.17443
1.8432e-07,0.615,0.71044,0.010424,9.5743e-09,162,31,7.8046,8.8054,-0.020263
3.955e-07,0.84566,0.53181,0.044546,1.432e-08,162,31,8.6987,7.4678,0.19186
1.6198e-07,0.43384,0.90092,0.011032,9.8067e-09,162,31,7.7775,8.8392,-0.012087
3.9575e-07,0.84721,0.52917,0.047075,1.4695e-08,162,31,8.7298,7.4136,0.22866
1.6198e-07,0.44995,0.89284,0.012584,9.8067e-09,162,31,7.686,8.8392,-0.012087
3.9537e-07,0.85172,0.52147,0.046769,1.4596e-08,162,31,8.7385,7.3994,0.2373
1.6198e-07,0.46334,0.88611,0.010568,9.8067e-09,162,31,7.6188,8.8392,-0.012087
3.8457e-07,0.87487,0.48192,0.047682,1.4105e-08,162,31,8.7816,7.3273,0.28958
1.549e-07,0.74739,0.54572,0.0092586,9.2335e-09,162,31,7.5925,8.8769,0.012665
4.2328e-07,0.90192,0.42881,0.048742,1.4196e-08,162,31,8.8457,7.1789,0.39549
1.4925e-07,0.9538,0.30039,0.005035,8.844e-09,162,31,7.5739,8.9031,0.018443
4.2691e-07,0.90372,0.42533,0.0488,1.4189e-08,162,31,8.8496,7.1697,0.40159
1.4925e-07,0.95165,0.30693,0.0055921,8.844e-09,162,31,7.5739,8.9635,0.018443
4.1604e-07,0.89524,0.4418,0.057187,1.4653e-08,162,31,8.8746,7.1115,0.44113
1.4925e-07,0.9502,0.31143,0.0046226,8.844e-09,162,31,7.5739,9,0.018443
4.1443e-07,0.89115,0.44924,0.062542,1.4885e-08,162,31,8.8886,7.0793,0.45867
4.1007e-07,0.89682,0.43792,0.061666,1.467e-08,162,31,8.9036,7.0496,0.47556
4.0414e-07,0.9035,0.42398,0.061239,1.4399e-08,162,31,8.9218,7.0122,0.49697
4.3046e-07,0.91874,0.38861,0.061078,1.4081e-08,162,31,8.9591,6.9117,0.55369
4.4004e-07,0.92823,0.36691,0.060704,1.3859e-08,162,31,8.9803,6.8546,0.58562
4.7541e-07,0.9265,0.37075,0.0635,1.4167e-08,162,31,9.0033,6.7878,0.62073
5.0904e-07,0.92281,0.37881,0.069966,1.4657e-08,162,31,9.0342,6.697,0.67774
5.0978e-07,0.92018,0.38468,0.071211,1.4671e-08,162,31,9.0349,6.6952,0.67858
5.1091e-07,0.90772,0.41195,0.079338,1.4911e-08,162,31,9.0473,6.665,0.68798
5.2832e-07,0.91384,0.39851,0.076822,1.4351e-08,162,31,9.0805,6.5902,0.71189
5.2867e-07,0.9176,0.39005,0.076018,1.3993e-08,162,31,9.1027,6.5394,0.72977
5.2345e-07,0.91894,0.38676,0.076834,1.3978e-08,162,31,9.1142,6.5062,0.74526
5.1966e-07,0.91945,0.38405,0.083664,1.4029e-08,162,31,9.1558,6.3818,0.81406
4.9436e-07,0.9129,0.39674,0.090885,1.4227e-08,162,31,9.1655,6.3583,0.82863
4.6372e-07,0.90299,0.41468,0.10894,1.4676e-08,162,31,9.1896,6.2933,0.87008
4.5288e-07,0.8987,0.42246,0.11695,1.4929e-08,162,31,9.2043,6.2481,0.9075
4.5182e-07,0.89272,0.43368,0.12202,1.4989e-08,162,31,9.206,6.243,0.91164
4.4455e-07,0.88637,0.44539,0.12612,1.4886e-08,162,31,9.2133,6.2243,0.92987
4.3769e-07,0.89672,0.42443,0.12444,1.4159e-08,162,31,9.2662,6.0995,0.99536
4.4029e-07,0.90036,0.41702,0.12424,1.4013e-08,162,31,9.2792,6.0667,1.0143
4.53e-07,0.89971,0.41754,0.12714,1.4216e-08,162,31,9.2932,6.0298,1.0283
4.6659e-07,0.89948,0.41598,0.13369,1.4736e-08,162,31,9.3364,5.9091,1.0821
4.4961e-07,0.88506,0.44231,0.14192,1.4972e-08,162,31,9.3478,5.885,1.0893
4.3705e-07,0.87635,0.45587,0.15511,1.5296e-08,162,31,9.3647,5.8436,1.1064
4.1009e-07,0.87417,0.45746,0.16252,1.5039e-08,162,31,9.3892,5.7912,1.1334
3.8156e-07,0.87542,0.45365,0.16664,1.484e-08,162,31,9.4075,5.7515,1.1532
4.4514e-07,0.89135,0.42439,0.15916,1.4904e-08,162,31,9.4716,5.6043,1.1761
4.5082e-07,0.89197,0.42301,0.15948,1.4945e-08,162,31,9.4756,5.594,1.1797
4.5115e-07,0.89117,0.42441,0.15996,1.496e-08,162,31,9.4764,5.5923,1.1801
4.5316e-07,0.88579,0.43212,0.16787,1.52e-08,162,31,9.4891,5.5639,1.1865
4.6052e-07,0.87356,0.44977,0.18557,1.5867e-08,162,31,9.5225,5.4843,1.2111
4.6099e-07,0.87,0.45512,0.18957,1.5902e-08,162,31,9.5235,5.4821,1.2117
4.4569e-07,0.86731,0.45908,0.1923,1.5704e-08,162,31,9.5446,5.4364,1.2325
4.3339e-07,0.87426,0.44793,0.18626,1.5347e-08,162,31,9.572,5.3812,1.2419
4.8496e-07,0.89144,0.4182,0.17403,1.5087e-08,162,31,9.6161,5.2788,1.2618
5.4176e-07,0.89533,0.41023,0.17331,1.5487e-08,162,31,9.6497,5.1985,1.2671
5.5841e-07,0.88726,0.42236,0.18447,1.59e-08,162,31,9.6742,5.1384,1.2825
5.6654e-07,0.87151,0.44606,0.20337,1.6133e-08,162,31,9.6814,5.1212,1.286
5.6667e-07,0.87041,0.44808,0.20395,1.6145e-08,162,31,9.6822,5.1195,1.2863
5.6024e-07,0.87235,0.44469,0.20261,1.6027e-08,162,31,9.6894,5.1047,1.2888
5.1138e-07,0.88746,0.42161,0.18525,1.5113e-08,162,31,9.7406,5.0003,1.3079
5.1866e-07,0.89588,0.40659,0.17813,1.4919e-08,162,31,9.7557,4.9637,1.3148
5.898e-07,0.91443,0.37001,0.16382,1.5075e-08,162,31,9.8105,4.8106,1.3447
5.9185e-07,0.91506,0.36876,0.16333,1.5077e-08,162,31,9.8121,4.8061,1.3458
5.7651e-07,0.89612,0.40397,0.18323,1.5378e-08,162,31,9.8335,4.7462,1.3654
5.8049e-07,0.8938,0.40755,0.18699,1.5468e-08,162,31,9.8409,4.725,1.3709
5.7955e-07,0.89136,0.41181,0.18894,1.5448e-08,162,31,9.8422,4.7222,1.3714
5.4499e-07,0.89603,0.40144,0.18794,1.4872e-08,162,31,9.8742,4.6485,1.392
5.0888e-07,0.91615,0.36075,0.17036,1.4453e-08,162,31,9.898,4.5807,1.4127
4.9653e-07,0.93826,0.31003,0.1522,1.4143e-08,162,31,9.9232,4.4909,1.4459
5.3146e-07,0.94887,0.28119,0.14328,1.4109e-08,162,31,9.9549,4.3695,1.4666
5.2816e-07,0.94811,0.28192,0.14673,1.4194e-08,162,31,9.9639,4.3334,1.4772
5.2748e-07,0.94602,0.28625,0.15026,1.4244e-08,162,31,9.9664,4.3255,1.4776
5.3848e-07,0.93189,0.31691,0.17644,1.4822e-08,162,31,9.9997,4.2066,1.4892
5.3498e-07,0.91998,0.34061,0.19383,1.4684e-08,162,31,10.009,4.1835,1.4916
5.3208e-07,0.92012,0.3399,0.19439,1.4636e-08,162,31,10.011,4.1758,1.4925
5.145e-07,0.93072,0.31282,0.18402,1.4424e-08,162,31,10.027,4.1213,1.5029
4.8323e-07,0.94894,0.26605,0.1682,1.4008e-08,162,31,10.055,4.0182,1.5309
4.718e-07,0.95432,0.25038,0.16228,1.3972e-08,162,31,10.063,3.9843,1.5369
4.2738e-07,0.95918,0.22995,0.16455,1.411e-08,162,31,10.092,3.8606,1.5331
4.2313e-07,0.95836,0.23157,0.16704,1.4163e-08,162,31,10.098,3.8401,1.5234
4.4376e-07,0.95415,0.2412,0.1757,1.4337e-08,162,31,10.108,3.8176,1.5029
4.9625e-07,0.94283,0.2667,0.19977,1.4784e-08,162,31,10.135,3.7399,1.4658
5.3658e-07,0.93588,0.28024,0.21161,1.4956e-08,162,31,10.144,3.7182,1.4556
5.6686e-07,0.92486,0.29933,0.23138,1.5097e-08,162,31,10.15,3.703,1.4476
5.97e-07,0.91695,0.31431,0.24548,1.5223e-08,162,31,10.158,3.6758,1.4461
5.7779e-07,0.91816,0.31227,0.2434,1.4995e-08,162,31,10.172,3.6393,1.4486
5.5178e-07,0.92246,0.30652,0.23446,1.4704e-08,162,31,10.187,3.595,1.4531
5.214e-07,0.938,0.27038,0.20857,1.4481e-08,162,31,10.201,3.5455,1.4539
3.6208e-07,0.96861,0.19387,0.15128,1.405e-08,162,31,10.227,3.3979,1.5029
3.5569e-07,0.97056,0.18909,0.14784,1.4019e-08,162,31,10.229,3.3879,1.507
3.493e-07,0.9717,0.18589,0.14573,1.4007e-08,162,31,10.23,3.3811,1.5097
3.3516e-07,0.97342,0.17959,0.1404,1.401e-08,162,31,10.233,3.365,1.5029
2.6054e-07,0.98452,0.13815,0.10785,1.4008e-08,162,31,10.252,3.2545,1.4786
2.7018e-07,0.98447,0.13909,0.10697,1.4058e-08,162,31,10.257,3.2303,1.4601
3.2225e-07,0.98416,0.14081,0.10733,1.4241e-08,162,31,10.271,3.1726,1.4026
3.7356e-07,0.97958,0.1599,0.12016,1.4569e-08,162,31,10.284,3.1337,1.3447
3.9699e-07,0.9767,0.17064,0.13001,1.4767e-08,162,31,10.292,3.096,1.3213
4.3636e-07,0.97362,0.18072,0.13794,1.5005e-08,162,31,10.3,3.0727,1.2992
4.371e-07,0.97207,0.18275,0.14448,1.5007e-08,162,31,10.3,3.0722,1.2991
5.6091e-07,0.96284,0.20713,0.1732,1.543e-08,162,31,10.317,3.0052,1.2664
5.7172e-07,0.95753,0.21734,0.18883,1.5375e-08,162,31,10.32,2.9945,1.2641
6.1201e-07,0.958,0.21295,0.19137,1.4939e-08,162,31,10.339,2.9152,1.2713
6.2514e-07,0.9668,0.17782,0.18336,1.4266e-08,162,31,10.357,2.7685,1.3338
6.1745e-07,0.96759,0.17469,0.18201,1.4232e-08,162,31,10.358,2.7576,1.3385
6.1111e-07,0.96775,0.17387,0.182,1.4192e-08,162,31,10.358,2.7474,1.3447
5.7423e-07,0.96829,0.16092,0.18837,1.3662e-08,162,31,10.365,2.6,1.4366
5.3646e-07,0.9695,0.15677,0.18754,1.3164e-08,162,31,10.372,2.4834,1.5029
5.128e-07,0.96942,0.15557,0.18813,1.3035e-08,162,31,10.373,2.4424,1.5265
4.7057e-07,0.97018,0.1528,0.18772,1.2877e-08,162,31,10.376,2.3913,1.5542
3.3691e-07,0.97171,0.14572,0.18412,1.2604e-08,162,31,10.387,2.2849,1.5838
1.9137e-07,0.97655,0.12698,0.17352,1.2428e-08,162,31,10.397,2.182,1.6062
1.0831e-07,0.98134,0.11196,0.15577,1.2336e-08,162,31,10.416,2.1273,1.5319
9.2769e-08,0.98253,0.10816,0.15134,1.2325e-08,162,31,10.421,2.1163,1.5139
9.4756e-08,0.983,0.1065,0.14921,1.233e-08,162,31,10.423,2.1123,1.5029
3.4951e-08,0.98736,0.088803,0.13069,1.2545e-08,162,31,10.44,2.0542,1.4181
1.9002e-07,0.95568,-0.1976,0.2182,1.5216e-08,168,32,10.291,-2.7862,1.9488
2.4883e-07,0.95483,-0.19959,0.22011,1.5367e-08,168,32,10.296,-2.7576,1.9507
1.9703e-07,0.95333,-0.20266,0.22349,1.5336e-08,168,32,10.283,-2.793,1.9775
3.7322e-07,0.95231,-0.20629,0.22464,1.5754e-08,168,32,10.304,-2.6903,1.9775
3.0204e-07,0.95081,-0.20911,0.22789,1.5554e-08,168,32,10.261,-2.8206,2.0407
4.5758e-07,0.95389,-0.19943,0.22431,1.6057e-08,168,32,10.311,-2.6342,1.9946
2.9281e-07,0.94505,-0.22267,0.23932,1.5874e-08,168,32,10.229,-2.8621,2.1357
5.0972e-07,0.95357,-0.19921,0.22588,1.6235e-08,168,32,10.316,-2.6,2.0049
4.75e-07,0.94226,-0.22794,0.2451,1.5873e-08,168,32,10.207,-2.9152,2.1688
5.4505e-07,0.9531,-0.19881,0.22816,1.6364e-08,168,32,10.317,-2.5715,2.0242
6.1375e-07,0.93355,-0.24062,0.26566,1.5171e-08,168,32,10.176,-3.0635,2.1449
6.0605e-07,0.95343,-0.19593,0.22914,1.6455e-08,168,32,10.32,-2.5276,2.0508
6.0854e-07,0.93328,-0.2411,0.26616,1.5163e-08,168,32,10.176,-3.0675,2.144
6.082e-07,0.95632,-0.18295,0.22749,1.6458e-08,168,32,10.32,-2.5261,2.0517
6.0183e-07,0.93343,-0.24041,0.26629,1.5152e-08,168,32,10.174,-3.0727,2.1428
6.4327e-07,0.95917,-0.16607,0.2284,1.6814e-08,168,32,10.323,-2.4424,2.1113
5.0356e-07,0.93145,-0.24205,0.27169,1.489e-08,168,32,10.158,-3.137,2.1414
6.021e-07,0.95929,-0.16318,0.2297,1.6844e-08,168,32,10.324,-2.4236,2.1167
4.3714e-07,0.9347,-0.23608,0.26545,1.4516e-08,168,32,10.15,-3.1796,2.1357
6.6377e-07,0.95936,-0.15878,0.23243,1.6891e-08,168,32,10.322,-2.4105,2.1357
3.4799e-07,0.93893,-0.22886,0.25692,1.4075e-08,168,32,10.14,-3.2303,2.1255
6.418e-07,0.96356,-0.13232,0.23238,1.716e-08,168,32,10.321,-2.2849,2.219
3.1706e-07,0.93972,-0.22847,0.25434,1.3947e-08,168,32,10.138,-3.2461,2.1198
6.665e-07,0.96427,-0.11089,0.24049,1.7138e-08,168,32,10.32,-2.1711,2.2744
2.983e-07,0.93573,-0.23609,0.26149,1.3778e-08,168,32,10.126,-3.2767,2.1357
6.7776e-07,0.96309,-0.099678,0.24999,1.711e-08,168,32,10.32,-2.1305,2.2939
2.1842e-07,0.92413,-0.26175,0.27814,1.321e-08,168,32,10.088,-3.3879,2.1739
6.747e-07,0.96301,-0.098208,0.25094,1.7113e-08,168,32,10.32,-2.1273,2.2957
2.0988e-07,0.92162,-0.26443,0.28311,1.3e-08,168,32,10.079,-3.42,2.1679
6.2697e-07,0.96373,-0.093398,0.24985,1.7073e-08,168,32,10.32,-2.087,2.3103
2.1028e-07,0.91155,-0.29067,0.29056,1.2372e-08,168,32,10.043,-3.5455,2.1674
4.7458e-07,0.96592,-0.078561,0.24664,1.6966e-08,168,32,10.319,-1.9697,2.3527
2.1008e-07,0.91334,-0.28889,0.28692,1.2371e-08,168,32,10.043,-3.5456,2.1674
4.1451e-07,0.96807,-0.064802,0.24211,1.6694e-08,168,32,10.321,-1.8429,2.3807
1.5621e-07,0.91049,-0.30528,0.27862,1.1965e-08,168,32,10.021,-3.636,2.1357
3.6569e-07,0.96837,-0.061499,0.24183,1.6595e-08,168,32,10.323,-1.8121,2.3805
3.263e-07,0.96955,-0.052012,0.23925,1.6372e-08,168,32,10.325,-1.6969,2.3987
1.7853e-07,0.96928,-0.04856,0.2411,1.5992e-08,168,32,10.338,-1.6545,2.3565
1.7452e-07,0.96795,-0.046163,0.24684,1.594e-08,168,32,10.339,-1.6204,2.3605
1.6919e-07,0.96612,-0.045233,0.25383,1.5873e-08,168,32,10.339,-1.5842,2.3645
4.4658e-08,0.95971,0.015391,0.28046,1.6167e-08,169,33,10.345,-0.078788,2.4391
2.4487e-08,0.96159,0.0094436,0.27384,1.5902e-08,169,33,10.358,-0.18065,2.3961
5.3541e-08,0.95935,0.015783,0.28169,1.6205e-08,169,33,10.343,-0.072956,2.4462
5.2929e-08,0.95907,0.016638,0.28268,1.6241e-08,169,33,10.341,-0.059404,2.452
4.8887e-08,0.95918,0.016263,0.28234,1.6345e-08,169,33,10.337,-0.047767,2.4653
7.151e-08,0.95926,0.012217,0.28225,1.6585e-08,169,33,10.327,-0.078788,2.4976
8.2154e-08,0.95932,0.0096664,0.28215,1.6758e-08,169,33,10.32,-0.094598,2.5209
1.0554e-07,0.95936,0.0067876,0.28209,1.6816e-08,169,33,10.317,-0.15398,2.5303
1.394e-07,0.95964,0.0032963,0.28118,1.6801e-08,169,33,10.316,-0.23637,2.5383
1.4217e-07,0.95961,0.0030722,0.28129,1.6798e-08,169,33,10.316,-0.24645,2.5372
1.9674e-07,0.96034,-2.8155e-05,0.27877,1.673e-08,169,33,10.314,-0.39394,2.5453
2.031e-07,0.96022,-0.00034438,0.27918,1.6723e-08,169,33,10.315,-0.41264,2.5422
2.6503e-07,0.96113,-0.002665,0.27603,1.6645e-08,169,33,10.313,-0.55152,2.5476
2.6797e-07,0.96098,-0.0031726,0.27652,1.6638e-08,169,33,10.314,-0.57382,2.5434
2.8355e-07,0.96104,-0.0063237,0.27632,1.6602e-08,169,33,10.317,-0.6823,2.5305
2.8788e-07,0.9611,-0.0070228,0.2761,1.6562e-08,169,33,10.318,-0.70909,2.5266
2.8862e-07,0.96109,-0.0075571,0.27611,1.6537e-08,169,33,10.319,-0.72156,2.5239
2.9448e-07,0.96125,-0.013559,0.2753,1.6242e-08,169,33,10.327,-0.86667,2.492
3.0075e-07,0.96101,-0.021244,0.27568,1.593e-08,169,33,10.335,-1.0138,2.4569
3.0085e-07,0.96102,-0.021756,0.27563,1.5908e-08,169,33,10.336,-1.0243,2.4545
3.0164e-07,0.961,-0.022432,0.27563,1.5889e-08,169,33,10.336,-1.0389,2.452
1.3371e-07,0.92634,-0.30695,0.21518,9.6704e-09,167,34,7.1977,-9,2.4904
1.3371e-07,0.91865,-0.30942,0.24397,9.6704e-09,167,34,7.1977,-8.9413,2.4904
1.3371e-07,0.92662,-0.28815,0.23356,9.6704e-09,167,34,7.1977,-8.9031,2.4904
1.4099e-07,0.91852,-0.31181,0.24159,9.484e-09,167,34,7.226,-8.8517,2.5036
1.8847e-07,0.71852,-0.35783,0.49419,1.0352e-08,167,34,7.2781,-8.7455,2.5399
1.8847e-07,0.79306,-0.34475,0.43572,1.0352e-08,167,34,7.2781,-8.6611,2.5399
1.8847e-07,0.80279,-0.33647,0.39483,1.0352e-08,167,34,7.2781,-8.5879,2.5399
1.8889e-07,0.48302,-0.65551,0.42886,1.0727e-08,167,34,7.3013,-8.5512,2.547
1.8889e-07,0.38219,-0.69119,0.49082,1.0727e-08,167,34,7.3777,-8.5512,2.547
1.8889e-07,0.49084,-0.63826,0.49914,1.0727e-08,167,34,7.4601,-8.5512,2.547
1.8586e-07,0.65402,-0.66966,0.2328,1.0628e-08,167,34,7.4649,-8.5444,2.5491
1.8076e-07,0.90604,-0.37463,0.19238,1.0294e-08,167,34,7.5079,-8.4812,2.5592
1.8598e-07,0.92952,-0.32029,0.17255,1.0105e-08,167,34,7.5379,-8.4303,2.5716
1.8598e-07,0.92038,-0.33845,0.19455,1.0105e-08,167,34,7.5379,-8.3919,2.5716
1.8598e-07,0.94352,-0.29988,0.13218,1.0105e-08,167,34,7.5379,-8.2728,2.5716
1.6841e-07,0.4606,-0.85899,0.19755,1.1355e-08,167,34,7.618,-8.14,2.607
1.6839e-07,0.45076,-0.87042,0.19786,1.1369e-08,167,34,7.6188,-8.1388,2.6072
1.6839e-07,0.42104,-0.86329,0.27823,1.1369e-08,167,34,7.7744,-8.1388,2.6072
1.6839e-07,0.42094,-0.86368,0.27667,1.1369e-08,167,34,7.7775,-8.1388,2.6072
1.6817e-07,0.4281,-0.8561,0.27802,1.1359e-08,167,34,7.7788,-8.1368,2.6076
1.6786e-07,0.52083,-0.76407,0.26102,1.1372e-08,167,34,7.7815,-8.1326,2.6102
