"vg_dBN_dL","Normals:0","Normals:1","Normals:2","vg_J_magnitude","conn_component","RegionId","Points:0","Points:1","Points:2"
2.6435e-07,0.89533,-0.42748,-0.12279,1.4907e-08,162,26,9.5625,-5.3295,-0.97737
2.5462e-07,0.90527,-0.40773,-0.11852,1.45e-08,162,26,9.5856,-5.2788,-0.98928
2.0649e-07,0.92409,-0.36555,-0.11016,1.4539e-08,162,26,9.6322,-5.16,-0.98938
2.0013e-07,0.92682,-0.35982,-0.10704,1.4688e-08,162,26,9.6492,-5.1212,-0.97117
1.9966e-07,0.9211,-0.37205,-0.11289,1.484e-08,162,26,9.6585,-5.0993,-0.9651
1.9899e-07,0.91265,-0.38942,-0.12375,1.5233e-08,162,26,9.6822,-5.0389,-0.95942
1.9609e-07,0.90718,-0.40055,-0.1281,1.4959e-08,162,26,9.6983,-5.0037,-0.96658
1.8878e-07,0.90862,-0.39702,-0.1284,1.4652e-08,162,26,9.7161,-4.9637,-0.97391
1.9542e-07,0.93041,-0.3483,-0.11199,1.4213e-08,162,26,9.7605,-4.8463,-0.9879
1.8909e-07,0.93647,-0.33343,-0.10851,1.4169e-08,162,26,9.7747,-4.8061,-0.99137
1.7249e-07,0.94066,-0.32399,-0.10086,1.4585e-08,162,26,9.81,-4.7067,-0.96986
1.6456e-07,0.94008,-0.32609,-0.099439,1.5006e-08,162,26,9.8327,-4.6485,-0.93956
1.6443e-07,0.93196,-0.34639,-0.10503,1.5016e-08,162,26,9.8332,-4.6474,-0.93868
1.5828e-07,0.92482,-0.36348,-0.11193,1.5172e-08,162,26,9.8409,-4.6279,-0.9306
1.4799e-07,0.92462,-0.36421,-0.11124,1.4886e-08,162,26,9.858,-4.5895,-0.92812
1.4393e-07,0.9295,-0.35317,-0.10595,1.419e-08,162,26,9.9031,-4.4909,-0.89684
1.423e-07,0.93265,-0.34557,-0.10272,1.4168e-08,162,26,9.9113,-4.4688,-0.89229
1.4706e-07,0.93901,-0.32968,-0.094822,1.4287e-08,162,26,9.9318,-4.4127,-0.87008
1.4935e-07,0.94677,-0.31011,-0.086181,1.4383e-08,162,26,9.9535,-4.3514,-0.85201
1.4961e-07,0.94745,-0.30846,-0.084654,1.4448e-08,162,26,9.9595,-4.3334,-0.84732
1.4823e-07,0.94391,-0.31776,-0.087169,1.4553e-08,162,26,9.9651,-4.3181,-0.84199
1.4311e-07,0.92989,-0.35421,-0.098949,1.5218e-08,162,26,9.9997,-4.2177,-0.82279
1.4028e-07,0.9166,-0.38502,-0.10595,1.5047e-08,162,26,10.009,-4.1965,-0.82425
1.3703e-07,0.91509,-0.38883,-0.10597,1.4877e-08,162,26,10.019,-4.1758,-0.82169
1.0125e-07,0.93186,-0.35081,-0.090082,1.4324e-08,162,26,10.059,-4.0794,-0.80866
1.1093e-07,0.94165,-0.32715,-0.075564,1.4255e-08,162,26,10.08,-4.0426,-0.71189
1.0854e-07,0.94421,-0.32102,-0.072742,1.4201e-08,162,26,10.086,-4.0287,-0.70133
1.1359e-07,0.94584,-0.31674,-0.070837,1.4195e-08,162,26,10.09,-4.0182,-0.69114
1.3727e-07,0.94999,-0.30605,-0.061959,1.4576e-08,162,26,10.122,-3.9257,-0.64655
1.6018e-07,0.94926,-0.30921,-0.057277,1.4976e-08,162,26,10.146,-3.8606,-0.59133
1.5335e-07,0.93711,-0.34233,-0.064828,1.5117e-08,162,26,10.154,-3.8377,-0.58923
1.5164e-07,0.93318,-0.3528,-0.06831,1.5195e-08,162,26,10.158,-3.8233,-0.59287
1.4264e-07,0.93226,-0.35463,-0.071233,1.4826e-08,162,26,10.177,-3.7749,-0.62314
1.1941e-07,0.93283,-0.35256,-0.07369,1.4285e-08,162,26,10.204,-3.703,-0.65745
8.5925e-08,0.94708,-0.3129,-0.064245,1.4051e-08,162,26,10.233,-3.6201,-0.63693
1.0162e-07,0.9553,-0.2892,-0.054246,1.4043e-08,162,26,10.252,-3.5755,-0.55369
9.9009e-08,0.95841,-0.28013,-0.052091,1.4016e-08,162,26,10.259,-3.5554,-0.54371
1.0397e-07,0.95987,-0.27578,-0.050785,1.4019e-08,162,26,10.262,-3.5455,-0.53353
1.4224e-07,0.96214,-0.26833,-0.04723,1.4302e-08,162,26,10.287,-3.4649,-0.47641
1.952e-07,0.96126,-0.27128,-0.048528,1.4642e-08,162,26,10.31,-3.3879,-0.44362
1.9891e-07,0.95307,-0.29624,-0.057876,1.4692e-08,162,26,10.313,-3.3764,-0.44542
2.0504e-07,0.94944,-0.30734,-0.063616,1.4759e-08,162,26,10.317,-3.3614,-0.44201
2.1313e-07,0.94823,-0.31016,-0.067465,1.4484e-08,162,26,10.329,-3.3274,-0.44457
2.208e-07,0.94777,-0.30959,-0.076356,1.3745e-08,162,26,10.363,-3.2303,-0.48118
2.9994e-07,0.96464,-0.25026,-0.075202,1.3328e-08,162,26,10.394,-3.108,-0.51827
3.0983e-07,0.96976,-0.2319,-0.07589,1.3246e-08,162,26,10.401,-3.0727,-0.54026
3.2635e-07,0.97129,-0.22439,-0.076511,1.324e-08,162,26,10.405,-3.0485,-0.55369
3.9485e-07,0.98038,-0.1808,-0.078128,1.3213e-08,162,26,10.427,-2.9152,-0.61624
4.2531e-07,0.98464,-0.15207,-0.084632,1.3271e-08,162,26,10.441,-2.7833,-0.71189
4.2228e-07,0.98549,-0.14641,-0.085782,1.3283e-08,162,26,10.444,-2.7576,-0.73226
4.54e-07,0.98732,-0.12936,-0.091436,1.3366e-08,162,26,10.451,-2.6384,-0.8316
4.5539e-07,0.98786,-0.12407,-0.093459,1.34e-08,162,26,10.453,-2.6,-0.86493
4.5924e-07,0.98785,-0.12384,-0.093843,1.3409e-08,162,26,10.453,-2.5939,-0.87008
5.2486e-07,0.98803,-0.11721,-0.10019,1.3654e-08,162,26,10.46,-2.4424,-0.98117
5.8987e-07,0.98731,-0.12049,-0.10333,1.3823e-08,162,26,10.463,-2.3753,-1.0283
6.5755e-07,0.98642,-0.1247,-0.10682,1.4069e-08,162,26,10.468,-2.2849,-1.0831
6.5757e-07,0.98174,-0.14399,-0.12257,1.4109e-08,162,26,10.468,-2.2754,-1.0898
7.7214e-07,0.97954,-0.14945,-0.13464,1.4527e-08,162,26,10.476,-2.1677,-1.1442
7.7641e-07,0.97155,-0.17513,-0.15822,1.4526e-08,162,26,10.476,-2.1634,-1.1462
7.9608e-07,0.96961,-0.18023,-0.1653,1.4541e-08,162,26,10.48,-2.1273,-1.1675
8.1896e-07,0.97028,-0.17589,-0.16584,1.4549e-08,162,26,10.483,-2.0928,-1.1865
8.6445e-07,0.9724,-0.16277,-0.16676,1.4595e-08,162,26,10.494,-1.9697,-1.2496
9.1908e-07,0.9751,-0.13936,-0.17203,1.4621e-08,162,26,10.503,-1.8492,-1.3074
9.1716e-07,0.97605,-0.13188,-0.17265,1.4684e-08,162,26,10.505,-1.8121,-1.3271
9.207e-07,0.97679,-0.12427,-0.17347,1.4728e-08,162,26,10.506,-1.7776,-1.3447
8.828e-07,0.97938,-0.096169,-0.17687,1.4955e-08,162,26,10.508,-1.6545,-1.408
8.7776e-07,0.97883,-0.072386,-0.19052,1.5051e-08,162,26,10.508,-1.5368,-1.4629
8.4326e-07,0.97891,-0.06471,-0.19312,1.5135e-08,162,26,10.508,-1.497,-1.4797
8.4342e-07,0.97782,-0.055685,-0.20133,1.5166e-08,162,26,10.506,-1.4458,-1.5029
7.7742e-07,0.97825,-0.037201,-0.204,1.5355e-08,162,26,10.502,-1.3802,-1.534
7.8469e-07,0.97723,-0.031764,-0.20966,1.5409e-08,162,26,10.499,-1.3394,-1.5508
7.8181e-07,0.97418,-0.027718,-0.22309,1.549e-08,162,26,10.495,-1.2679,-1.5747
7.3677e-07,0.97328,-0.018561,-0.22782,1.5623e-08,162,26,10.491,-1.1818,-1.6015
7.3707e-07,0.9726,-0.0088826,-0.23189,1.5697e-08,162,26,10.484,-1.0479,-1.6373
7.2032e-07,0.97241,-0.0071679,-0.23283,1.5724e-08,162,26,10.483,-1.0243,-1.6422
7.2282e-07,0.97212,-0.0034647,-0.2344,1.5793e-08,162,26,10.479,-0.94517,-1.6611
7.1179e-07,0.97542,-0.0013365,-0.2198,1.5823e-08,162,26,10.478,-0.92619,-1.6658
6.9744e-07,0.98148,-0.0027281,-0.19151,1.5864e-08,162,26,10.476,-0.89469,-1.6733
6.8048e-07,0.98227,-0.0027375,-0.1872,1.5829e-08,162,26,10.475,-0.86667,-1.6812
6.7703e-07,0.98272,-0.0036169,-0.18436,1.5793e-08,162,26,10.474,-0.85133,-1.6875
5.718e-07,0.98729,-0.012684,-0.15722,1.5539e-08,162,26,10.466,-0.70909,-1.7419
6.2636e-07,0.99129,-0.02038,-0.13009,1.502e-08,162,26,10.457,-0.57881,-1.8193
6.1977e-07,0.99143,-0.021536,-0.12886,1.4949e-08,162,26,10.456,-0.55152,-1.835
6.323e-07,0.99132,-0.020217,-0.12983,1.4888e-08,162,26,10.456,-0.5283,-1.8426
6.5213e-07,0.99113,-0.016047,-0.13181,1.4508e-08,162,26,10.451,-0.39394,-1.9055
6.9113e-07,0.99002,-0.0048256,-0.14018,1.4308e-08,162,26,10.45,-0.28752,-1.9261
7.0166e-07,0.98976,0.00013212,-0.1425,1.4205e-08,162,26,10.449,-0.23637,-1.9392
7.1902e-07,0.98852,0.014303,-0.14966,1.4097e-08,162,26,10.447,-0.11287,-1.9432
7.328e-07,0.98831,0.018642,-0.15107,1.4048e-08,162,26,10.447,-0.078788,-1.9456
7.5693e-07,0.98778,0.029593,-0.1523,1.4009e-08,162,26,10.445,0.034924,-1.9334
7.8689e-07,0.98746,0.035618,-0.15355,1.3945e-08,162,26,10.444,0.078788,-1.9329
7.8091e-07,0.98746,0.043054,-0.15152,1.3931e-08,162,26,10.44,0.18421,-1.9251
8.0415e-07,0.98727,0.048266,-0.15131,1.388e-08,162,26,10.439,0.23637,-1.9199
7.733e-07,0.98768,0.050564,-0.14798,1.3913e-08,162,26,10.435,0.3304,-1.9137
8.0631e-07,0.98806,0.052319,-0.14467,1.3893e-08,162,26,10.433,0.39394,-1.8977
7.9053e-07,0.98844,0.049906,-0.14293,1.3927e-08,162,26,10.43,0.46685,-1.8925
8.127e-07,0.98924,0.045115,-0.13896,1.3933e-08,162,26,10.43,0.55152,-1.8661
8.1015e-07,0.98937,0.042342,-0.13881,1.3954e-08,162,26,10.429,0.59336,-1.8613
8.2636e-07,0.99068,0.034418,-0.13178,1.3986e-08,162,26,10.43,0.70689,-1.8193
8.251e-07,0.99069,0.034302,-0.13175,1.3988e-08,162,26,10.43,0.70875,-1.8189
8.2539e-07,0.99069,0.034272,-0.13171,1.3988e-08,162,26,10.43,0.70909,-1.8188
7.4958e-07,0.9913,0.030358,-0.12795,1.4098e-08,162,26,10.43,0.84012,-1.7926
7.7109e-07,0.99156,0.030042,-0.1259,1.4085e-08,162,26,10.43,0.86667,-1.7828
7.3746e-07,0.99183,0.032183,-0.12324,1.4161e-08,162,26,10.429,0.96882,-1.7636
7.3865e-07,0.99245,0.032725,-0.11773,1.4193e-08,162,26,10.43,1.0243,-1.742
6.9965e-07,0.99256,0.035501,-0.11597,1.4267e-08,162,26,10.429,1.0944,-1.7315
6.9606e-07,0.9933,0.036592,-0.10924,1.4352e-08,162,26,10.431,1.1818,-1.6897
6.7493e-07,0.99331,0.036925,-0.10911,1.4375e-08,162,26,10.43,1.2095,-1.6888
6.5755e-07,0.99353,0.036662,-0.10744,1.4426e-08,162,26,10.431,1.2742,-1.6611
5.9429e-07,0.99353,0.03674,-0.10729,1.4499e-08,162,26,10.43,1.3275,-1.6491
5.8366e-07,0.9936,0.03603,-0.10691,1.4516e-08,162,26,10.43,1.3394,-1.6436
3.9508e-07,0.99319,0.033398,-0.11126,1.4617e-08,162,26,10.426,1.4724,-1.6364
3.6038e-07,0.9933,0.031583,-0.11091,1.4671e-08,162,26,10.427,1.497,-1.6177
1.6223e-07,0.99243,0.030546,-0.11866,1.4654e-08,162,26,10.42,1.6342,-1.6407
1.2803e-07,0.99266,0.028584,-0.11732,1.4741e-08,162,26,10.424,1.6545,-1.6038
8.6769e-08,0.9919,0.032731,-0.12268,1.4588e-08,162,26,10.416,1.6946,-1.6611
1.0991e-07,0.99168,0.033204,-0.12415,1.4566e-08,162,26,10.413,1.6818,-1.6885
3.5468e-08,0.99035,0.038445,-0.13307,1.4425e-08,162,26,10.395,1.7183,-1.8193
1.0148e-07,0.98752,0.047231,-0.14886,1.4484e-08,162,26,10.382,1.7378,-1.9028
8.8929e-08,0.98559,0.052269,-0.16058,1.4541e-08,162,26,10.371,1.7615,-1.9775
1.8906e-07,0.98113,0.064102,-0.18118,1.48e-08,162,26,10.357,1.8121,-2.042
2.2112e-07,0.97803,0.075415,-0.18913,1.483e-08,162,26,10.354,1.8627,-2.0283
3.5979e-07,0.97363,0.09287,-0.20515,1.4883e-08,162,26,10.344,1.9697,-2.0464
4.7751e-07,0.96616,0.12669,-0.22459,1.4651e-08,162,26,10.34,2.113,-1.9919
4.7936e-07,0.96608,0.12831,-0.22409,1.4654e-08,162,26,10.34,2.1179,-1.9903
4.8309e-07,0.96653,0.12821,-0.22221,1.465e-08,162,26,10.339,2.1273,-1.9864
4.9179e-07,0.96601,0.13052,-0.22307,1.4646e-08,162,26,10.338,2.1497,-1.9775
5.2949e-07,0.96548,0.14247,-0.21782,1.4812e-08,162,26,10.326,2.275,-1.9396
5.321e-07,0.96483,0.14866,-0.21656,1.4818e-08,162,26,10.325,2.2849,-1.936
5.4454e-07,0.96012,0.16043,-0.22843,1.486e-08,162,26,10.321,2.3411,-1.9156
5.482e-07,0.96095,0.16094,-0.22493,1.4916e-08,162,26,10.317,2.3716,-1.9077
5.2212e-07,0.96364,0.15735,-0.2139,1.4731e-08,162,26,10.31,2.4424,-1.8916
4.3815e-07,0.97447,0.13704,-0.17779,1.4477e-08,162,26,10.299,2.5559,-1.8636
4.2211e-07,0.97594,0.13292,-0.17215,1.4352e-08,162,26,10.293,2.6,-1.8616
4.3399e-07,0.97707,0.13085,-0.16668,1.4195e-08,162,26,10.286,2.6521,-1.8716
3.7054e-07,0.98147,0.12176,-0.14775,1.3848e-08,162,26,10.269,2.7576,-1.8807
4.3879e-07,0.98109,0.12682,-0.14613,1.3723e-08,162,26,10.262,2.8216,-1.8836
4.9493e-07,0.98216,0.12732,-0.13836,1.3468e-08,162,26,10.247,2.9152,-1.9092
5.4086e-07,0.97998,0.13998,-0.1408,1.3447e-08,162,26,10.242,2.9785,-1.8829
6.3143e-07,0.97845,0.15196,-0.13955,1.3316e-08,162,26,10.23,3.0727,-1.8881
6.2731e-07,0.97131,0.17418,-0.15226,1.3445e-08,162,26,10.225,3.1142,-1.8609
7.062e-07,0.96879,0.1934,-0.15252,1.345e-08,162,26,10.211,3.2303,-1.8375
7.0962e-07,0.96206,0.21351,-0.16217,1.3635e-08,162,26,10.203,3.2773,-1.8193
6.8907e-07,0.94981,0.24788,-0.18155,1.3984e-08,162,26,10.191,3.3442,-1.7754
6.8784e-07,0.94649,0.25995,-0.18907,1.4044e-08,162,26,10.186,3.3879,-1.7615
6.8044e-07,0.94982,0.25453,-0.18022,1.4208e-08,162,26,10.178,3.4137,-1.7529
6.1455e-07,0.94469,0.26648,-0.19115,1.4773e-08,162,26,10.158,3.5101,-1.7098
6.137e-07,0.95465,0.24306,-0.17024,1.4771e-08,162,26,10.158,3.5109,-1.7095
5.774e-07,0.96005,0.22813,-0.16197,1.4677e-08,162,26,10.152,3.5455,-1.6981
5.7164e-07,0.96012,0.22882,-0.16061,1.4579e-08,162,26,10.143,3.583,-1.6987
4.8826e-07,0.96339,0.22034,-0.15273,1.4045e-08,162,26,10.116,3.703,-1.6867
4.9876e-07,0.96237,0.22374,-0.15386,1.4062e-08,162,26,10.111,3.728,-1.6861
5.4133e-07,0.95817,0.23717,-0.16009,1.3837e-08,162,26,10.08,3.8606,-1.7004
5.4182e-07,0.95145,0.25299,-0.16967,1.4042e-08,162,26,10.07,3.8936,-1.6941
5.8058e-07,0.93585,0.29484,-0.1924,1.431e-08,162,26,10.042,4.0182,-1.6863
5.7949e-07,0.93634,0.29466,-0.19043,1.4347e-08,162,26,10.04,4.023,-1.6862
5.7547e-07,0.92246,0.32766,-0.20422,1.5178e-08,162,26,9.9997,4.1405,-1.6681
5.6483e-07,0.94394,0.28308,-0.16955,1.5001e-08,162,26,9.9903,4.1717,-1.6662
5.6099e-07,0.94465,0.28136,-0.16873,1.4977e-08,162,26,9.989,4.1758,-1.6665
5.5865e-07,0.94453,0.28197,-0.1684,1.4954e-08,162,26,9.9866,4.1834,-1.6687
4.9308e-07,0.94502,0.28444,-0.16135,1.417e-08,162,26,9.9394,4.3334,-1.6931
5.1157e-07,0.93839,0.29943,-0.16879,1.4299e-08,162,26,9.9275,4.3673,-1.6952
5.5284e-07,0.92055,0.34381,-0.18483,1.4394e-08,162,26,9.8862,4.4909,-1.7189
5.5416e-07,0.91958,0.34839,-0.18086,1.4531e-08,162,26,9.8771,4.5108,-1.7195
5.8094e-07,0.90703,0.37611,-0.18917,1.5101e-08,162,26,9.8409,4.5958,-1.7164
5.8237e-07,0.92423,0.34117,-0.16948,1.497e-08,162,26,9.8349,4.6108,-1.7186
5.6343e-07,0.93318,0.32011,-0.1632,1.4642e-08,162,26,9.8199,4.6485,-1.7284
5.2015e-07,0.93137,0.32809,-0.15781,1.4137e-08,162,26,9.7778,4.7589,-1.7719
5.0008e-07,0.93156,0.32833,-0.15616,1.3818e-08,162,26,9.7602,4.8061,-1.7843
5.6341e-07,0.90411,0.38381,-0.18567,1.4456e-08,162,26,9.7028,4.9428,-1.7983
5.6999e-07,0.90117,0.39006,-0.18877,1.4487e-08,162,26,9.6945,4.9637,-1.8035
5.7186e-07,0.90814,0.37819,-0.17952,1.4582e-08,162,26,9.6864,4.9805,-1.8039
5.7647e-07,0.90755,0.38007,-0.17848,1.4632e-08,162,26,9.6822,4.9893,-1.8042
5.7779e-07,0.90963,0.37512,-0.17755,1.4581e-08,162,26,9.68,4.9943,-1.8056
5.5792e-07,0.91921,0.35389,-0.16952,1.4108e-08,162,26,9.6599,5.0455,-1.8193
5.4703e-07,0.92777,0.33444,-0.16327,1.3737e-08,162,26,9.6437,5.087,-1.827
5.4102e-07,0.93312,0.32341,-0.15711,1.3518e-08,162,26,9.6351,5.1091,-1.8315
5.3081e-07,0.93322,0.32357,-0.1562,1.3453e-08,162,26,9.6303,5.1212,-1.8364
5.3677e-07,0.92983,0.33055,-0.16007,1.3496e-08,162,26,9.6226,5.141,-1.8391
5.4137e-07,0.91283,0.37108,-0.16982,1.3377e-08,162,26,9.5707,5.2788,-1.8705
5.4781e-07,0.91219,0.37413,-0.16655,1.349e-08,162,26,9.5618,5.2969,-1.8712
5.9093e-07,0.89979,0.40029,-0.17343,1.3958e-08,162,26,9.5235,5.3789,-1.8743
5.9751e-07,0.91761,0.36355,-0.1585,1.3778e-08,162,26,9.515,5.3981,-1.8785
5.9122e-07,0.92564,0.34513,-0.1549,1.3463e-08,162,26,9.4993,5.4364,-1.8849
5.4819e-07,0.91761,0.36431,-0.15766,1.3272e-08,162,26,9.4689,5.5164,-1.8996
5.1744e-07,0.91578,0.37058,-0.15368,1.2831e-08,162,26,9.4397,5.594,-1.9094
5.2333e-07,0.90252,0.39636,-0.16707,1.3034e-08,162,26,9.4123,5.6582,-1.913
5.4023e-07,0.88919,0.42251,-0.17547,1.3559e-08,162,26,9.3732,5.7371,-1.9196
5.4666e-07,0.89099,0.41877,-0.17542,1.3749e-08,162,26,9.3651,5.7515,-1.9195
5.468e-07,0.89101,0.41878,-0.17527,1.3753e-08,162,26,9.3647,5.7523,-1.9195
5.4659e-07,0.89129,0.41818,-0.17519,1.3742e-08,162,26,9.3641,5.7538,-1.9197
5.4029e-07,0.91264,0.37694,-0.15804,1.3285e-08,162,26,9.343,5.801,-1.9278
4.6677e-07,0.91146,0.3828,-0.15068,1.2693e-08,162,26,9.2984,5.9091,-1.9425
4.5642e-07,0.88582,0.42711,-0.17913,1.3159e-08,162,26,9.2381,6.0398,-1.9505
4.4505e-07,0.88273,0.43348,-0.18076,1.3159e-08,162,26,9.2269,6.0667,-1.9521
4.4409e-07,0.88622,0.42876,-0.17513,1.3281e-08,162,26,9.2133,6.0916,-1.9535
4.4562e-07,0.88512,0.43157,-0.1738,1.3351e-08,162,26,9.206,6.1058,-1.9524
4.4421e-07,0.88797,0.42528,-0.17402,1.3277e-08,162,26,9.2013,6.1159,-1.9529
3.9549e-07,0.90569,0.39096,-0.16389,1.2503e-08,162,26,9.1531,6.2243,-1.9576
3.4424e-07,0.88737,0.42424,-0.17937,1.255e-08,162,26,9.097,6.3564,-1.9519
3.2541e-07,0.88581,0.42779,-0.17931,1.2474e-08,162,26,9.0873,6.3818,-1.9484
3.3051e-07,0.88475,0.43266,-0.17266,1.2629e-08,162,26,9.0618,6.4317,-1.9419
3.2391e-07,0.8803,0.44135,-0.17379,1.2751e-08,162,26,9.0473,6.4642,-1.9309
3.2151e-07,0.88797,0.42669,-0.17018,1.2683e-08,162,26,9.0427,6.4747,-1.9291
3.0327e-07,0.89878,0.40364,-0.17056,1.226e-08,162,26,9.0143,6.5394,-1.9207
2.5181e-07,0.89531,0.41128,-0.16986,1.223e-08,162,26,8.9839,6.6189,-1.899
1.9718e-07,0.89423,0.41649,-0.16344,1.192e-08,162,26,8.9585,6.697,-1.8567
1.971e-07,0.89427,0.41762,-0.16053,1.1976e-08,162,26,8.9497,6.716,-1.8514
1.7441e-07,0.89131,0.42395,-0.16027,1.2196e-08,162,26,8.9309,6.7671,-1.8193
1.0843e-07,0.88809,0.43251,-0.15522,1.2524e-08,162,26,8.9025,6.8541,-1.7463
1.0804e-07,0.89156,0.4271,-0.15051,1.2529e-08,162,26,8.9024,6.8546,-1.7458
5.7009e-08,0.89642,0.42093,-0.13841,1.2757e-08,162,26,8.8886,6.9008,-1.6939
2.0301e-08,0.90115,0.4118,-0.1346,1.2676e-08,162,26,8.8779,6.9383,-1.6611
2.554e-07,0.83615,0.51623,-0.18484,1.1914e-08,162,27,7.9362,8.285,-2.2993
2.5359e-07,0.83939,0.51404,-0.17587,1.1821e-08,162,27,7.9328,8.2951,-2.2939
2.4657e-07,0.77395,0.59288,-0.21567,1.1825e-08,162,27,7.9459,8.2757,-2.2939
2.1245e-07,0.85361,0.50778,-0.11581,1.0612e-08,162,27,7.8841,8.4303,-2.2263
2.4167e-07,0.75766,0.61286,-0.22434,1.1791e-08,162,27,7.9493,8.2728,-2.2906
2.1975e-07,0.68777,0.65916,-0.11368,1.0821e-08,162,27,7.8541,8.4685,-2.1936
1.3802e-07,0.77863,0.59399,-0.20124,1.0976e-08,162,27,8.0189,8.2138,-2.1949
3.3101e-07,0.41659,0.89999,-0.12617,1.157e-08,162,27,7.7775,8.5574,-2.2149
1.2127e-07,0.76917,0.60364,-0.20951,1.0946e-08,162,27,8.0648,8.1605,-2.1681
3.3101e-07,0.4308,0.88845,-0.15771,1.157e-08,162,27,7.698,8.5574,-2.2149
1.0221e-07,0.76737,0.60749,-0.20508,1.0818e-08,162,27,8.0949,8.1284,-2.1462
3.3101e-07,0.43961,0.88835,-0.1257,1.157e-08,162,27,7.6188,8.5574,-2.2149
9.1239e-08,0.75993,0.61381,-0.2138,1.0729e-08,162,27,8.1069,8.1181,-2.1357
3.3809e-07,0.68376,0.60666,-0.15243,1.1555e-08,162,27,7.6158,8.5609,-2.2161
3.3575e-07,0.94054,0.32089,-0.10601,1.1485e-08,162,27,7.5971,8.5879,-2.207
3.3575e-07,0.92805,0.34732,-0.13073,1.1485e-08,162,27,7.5971,8.659,-2.207
3.3575e-07,0.94233,0.31176,-0.10047,1.1485e-08,162,27,7.5971,8.7455,-2.207
4.0782e-07,0.88495,0.44535,-0.12826,1.194e-08,162,27,7.5158,8.859,-2.1799
4.2073e-07,0.78074,0.55669,-0.13001,1.2412e-08,162,27,7.4854,8.9001,-2.1671
4.2558e-07,0.7869,0.50972,-0.25774,1.2653e-08,162,27,7.4817,8.9031,-2.17
4.2558e-07,0.84164,0.36655,-0.2619,1.2653e-08,162,27,7.4817,9,-2.17
3.3127e-07,0.97459,-0.14839,-0.16767,1.3773e-08,163,28,10.363,-2.3127,-1.8193
2.8918e-07,0.97518,-0.14623,-0.16626,1.3786e-08,163,28,10.367,-2.2849,-1.8248
4.9608e-07,0.97216,-0.15735,-0.17347,1.3714e-08,163,28,10.349,-2.4424,-1.7874
2.7944e-07,0.97531,-0.1455,-0.16614,1.3785e-08,163,28,10.368,-2.2777,-1.8264
5.582e-07,0.9711,-0.16101,-0.1762,1.3692e-08,163,28,10.344,-2.4794,-1.7821
2.5975e-07,0.97542,-0.14529,-0.16562,1.379e-08,163,28,10.369,-2.2777,-1.8193
5.6398e-07,0.97281,-0.15757,-0.16928,1.373e-08,163,28,10.333,-2.6,-1.7289
1.7133e-07,0.97585,-0.14443,-0.16379,1.3806e-08,163,28,10.373,-2.2849,-1.7879
5.6963e-07,0.9762,-0.15007,-0.15638,1.378e-08,163,28,10.319,-2.7471,-1.6656
5.7589e-07,0.96521,-0.18689,-0.18272,1.3783e-08,163,28,10.318,-2.7576,-1.6612
5.7575e-07,0.96557,-0.18605,-0.18145,1.3783e-08,163,28,10.318,-2.7578,-1.6611
5.676e-07,0.97762,-0.1537,-0.14367,1.3798e-08,163,28,10.317,-2.7666,-1.6563
4.3807e-07,0.97949,-0.15347,-0.1295,1.3487e-08,163,28,10.308,-2.9098,-1.5804
4.398e-07,0.98283,-0.1459,-0.1128,1.3471e-08,163,28,10.307,-2.9152,-1.578
3.3634e-07,0.97841,-0.17433,-0.11088,1.3224e-08,163,28,10.292,-3.066,-1.5029
3.2749e-07,0.97826,-0.17541,-0.11061,1.3223e-08,163,28,10.292,-3.0727,-1.4972
3.1406e-07,0.97744,-0.17966,-0.11034,1.3218e-08,163,28,10.29,-3.0903,-1.4852
1.6483e-07,0.96884,-0.21988,-0.11308,1.3234e-08,163,28,10.271,-3.2303,-1.3997
1.1495e-07,0.95807,-0.25868,-0.11843,1.3313e-08,163,28,10.251,-3.3369,-1.3447
7.2007e-08,0.95549,-0.27124,-0.11489,1.3386e-08,163,28,10.246,-3.3879,-1.2782
4.93e-08,0.9483,-0.29391,-0.11018,1.3647e-08,163,28,10.237,-3.4509,-1.1865
3.2399e-08,0.94979,-0.29464,-0.10078,1.3691e-08,163,28,10.238,-3.4834,-1.0906
6.8265e-08,0.99631,-0.016549,-0.083883,1.5653e-08,164,29,10.606,-1.2566,-0.71189
1.8991e-07,0.99668,-0.014914,-0.079747,1.5519e-08,164,29,10.611,-1.245,-0.64846
3.164e-07,0.997,-0.0089034,-0.076648,1.5506e-08,164,29,10.615,-1.1818,-0.61651
3.9592e-07,0.99715,-0.0074084,-0.07494,1.5469e-08,164,29,10.616,-1.1386,-0.59708
4.5853e-07,0.99735,-0.0040981,-0.072523,1.5512e-08,164,29,10.618,-1.0243,-0.5814
4.7676e-07,0.99739,-0.0041475,-0.07199,1.5502e-08,164,29,10.619,-1.0018,-0.57624
4.4067e-07,0.99755,-0.0055091,-0.069775,1.5543e-08,164,29,10.621,-0.86667,-0.55722
4.4039e-07,0.99755,-0.005563,-0.069785,1.5542e-08,164,29,10.621,-0.86303,-0.55735
4.2796e-07,0.99756,-0.0058493,-0.069601,1.5542e-08,164,29,10.621,-0.85203,-0.55369
2.9333e-07,0.99766,-0.0086309,-0.067625,1.5534e-08,164,29,10.624,-0.74441,-0.51823
2.3165e-07,0.99777,-0.01008,-0.065776,1.5517e-08,164,29,10.627,-0.70909,-0.47287
1.8105e-07,0.99785,-0.01012,-0.064574,1.5478e-08,164,29,10.63,-0.65905,-0.44573
