6.620000000000000000e+02,1.551747903234421683e+05
6.630000000000000000e+02,1.041381319182980660e+05
6.640000000000000000e+02,1.035354897258641431e+05
6.650000000000000000e+02,1.283864876990878256e+05
6.660000000000000000e+02,7.945588407917291624e+04
6.670000000000000000e+02,9.154975154804560589e+04
6.680000000000000000e+02,8.610667546021551243e+04
6.690000000000000000e+02,9.820630547097773524e+04
6.700000000000000000e+02,9.604428284932419774e+04
6.710000000000000000e+02,1.635214226324066985e+05
6.720000000000000000e+02,9.552269090301793767e+04
6.730000000000000000e+02,1.221232591449865868e+05
6.740000000000000000e+02,7.786397355593000248e+04
6.750000000000000000e+02,9.741241753169188451e+04
6.760000000000000000e+02,2.037449446458552848e+05
6.770000000000000000e+02,9.203823891564371297e+04
6.780000000000000000e+02,9.967102482870312815e+04
6.790000000000000000e+02,9.446133038003809634e+04
6.800000000000000000e+02,1.108117120457841665e+05
6.810000000000000000e+02,1.151582888344543171e+05
6.820000000000000000e+02,1.036744526668260223e+05
6.830000000000000000e+02,7.245979762126164860e+04
6.840000000000000000e+02,1.024467932018282590e+05
6.850000000000000000e+02,1.836554135369763535e+05
6.860000000000000000e+02,1.711455003458952124e+05
6.870000000000000000e+02,1.990104337990083732e+05
6.880000000000000000e+02,2.125618960125134618e+05
6.890000000000000000e+02,2.880412993489978253e+05
6.900000000000000000e+02,3.369502001111191348e+05
6.910000000000000000e+02,2.924429287584311678e+05
6.920000000000000000e+02,2.871080067011028295e+05
6.930000000000000000e+02,2.739842046249751584e+05
6.940000000000000000e+02,1.908237642190913903e+05
6.950000000000000000e+02,2.836365591985462233e+05
6.960000000000000000e+02,3.062574776851786883e+05
6.970000000000000000e+02,2.973798433783302316e+05
6.980000000000000000e+02,3.779016678359743673e+05
6.990000000000000000e+02,3.693678313335488783e+05
7.000000000000000000e+02,2.908777265956322663e+05
7.010000000000000000e+02,2.623867580622212845e+05
7.020000000000000000e+02,2.916771693854791229e+05
7.030000000000000000e+02,2.420113306834489340e+05
7.040000000000000000e+02,3.564042588890134357e+05
7.050000000000000000e+02,5.039952380921898293e+05
7.060000000000000000e+02,5.000150091925793095e+05
7.070000000000000000e+02,2.981349105246134568e+05
7.080000000000000000e+02,2.504310462050481001e+05
7.090000000000000000e+02,2.575252396051931428e+05
7.100000000000000000e+02,4.310578927855661022e+05
7.110000000000000000e+02,6.661105093746713828e+05
7.120000000000000000e+02,6.037077292914426653e+05
7.130000000000000000e+02,9.002942096115868771e+05
7.140000000000000000e+02,1.648063972423219820e+05
7.150000000000000000e+02,1.703399948576673341e+05
7.160000000000000000e+02,2.504123318464515032e+05
7.170000000000000000e+02,1.502338545688962622e+05
7.180000000000000000e+02,7.199910565413693257e+04
